產品品號,單位,品      名,規      格,生產入庫,託外進貨,材料在製約量,人工製費在製約量,加工費用在製約量,材料成本,單位材料成本,材料成本(％),人工成本,單位人工成本,人工成本(％),製造費用,單位製造費用,製造費用(％),加工費用,單位加工費用,加工費用(％),生產成本,單位生產成本,本階人工成本,本階製造費用,本階加工費用
41024-0009401,PCS,TG-A20KX 15*15*4.0mm 不背膠,長寬±0.3厚±0.30 1000PCS/8000箱 半斷/透明保護膜,4770,,229.774,229.774,,5256,1.0512,70.48,698,0.1396,9.36,1503,0.3006,20.16,,,,7457,1.4914,698,1503,
41024-0009702,PCS,TG-A20KX 59*43.9*0.5mm 不背膠 沖型,長±0.5寬±0.4厚±0.05 500PCS/4500箱 半斷/透明保護膜/Z4001-0087301/量產模/10穴/裁36PCS,284,,,,,1106,3.8944,27.83,910,3.2042,22.9,1958,6.8944,49.27,,,,3974,13.993,910,1958,
41024-0010301,PCS,TG-A20KX 20*20*3.0mm 不背膠,長寬±0.3厚±0.25 1000PCS/3000箱 半斷/透明保護膜/1/2板全斷,2020,,,,,2775,1.3738,65.2,469,0.2322,11.02,1012,0.501,23.78,,,,4256,2.107,469,1012,
41024-0011402,PCS,TG-A20KX 20*20*2.0mm 不背膠,長寬±0.3厚±0.20 1000PCS/8000箱 半斷/條狀/透明保護膜,20000,,,,,23421,1.1711,72.25,2851,0.1426,8.8,6143,0.3072,18.95,,,,32415,1.6209,2851,6143,
41024-0011801,PCS,TG-A20KX 27.8*27.8*7.0mm 不背膠,長寬±0.3厚±0.40 300PCS/1200箱 半斷/透明保護膜,1000,,,,,8090,8.09,76.68,780,0.78,7.39,1680,1.68,15.92,,,,10550,10.55,780,1680,
41024-0013201,PCS,TG-A20KX 38*10*3.0mm 單背3M467,長±0.4寬±0.2厚±0.25 500PCS/5000箱 半斷/透明保護膜,998,,,,,1387,1.3898,45.49,527,0.5281,17.28,1135,1.1373,37.23,,,,3049,3.0552,527,1135,
41024-0022101,PCS,TG-A20KX 15.1*8.3*0.3mm 不背膠 沖型,長±0.3寬±0.2厚±0.03 1000PCS/100000箱 半斷/透明保護膜/Z4001-0238801/量產模/9穴,4650,,,,,928,0.1996,19.8,1192,0.2563,25.43,2568,0.5523,54.78,,,,4688,1.0082,1192,2568,
41024-0022201,PCS,TG-A20KX 23*17.6*0.3mm 不背膠 沖型,長寬±0.3厚±0.03 1000PCS/50000箱 半斷/透明保護膜/Z4001-0238901/量產模/9穴/裁198PCS,3430,,,,,1724,0.5026,14.57,3205,0.9344,27.08,6905,2.0131,58.35,,,,11834,3.4501,3205,6905,
41024-0025501,PCS,TG-A20KF 12*12*5.0mm 不背膠,長寬±0.2厚±0.35 1000PCS/10000箱 半斷,1000,,,,,1707,1.707,80.67,130,0.13,6.14,279,0.279,13.19,,,,2116,2.116,130,279,
41024-0025801,PCS,TG-A20KX 27*23*2.5mm 不背膠,長寬±0.3厚±0.25 500PCS/4000箱 半斷/透明保護膜,2400,,,,,4224,1.76,75.7,430,0.1792,7.71,926,0.3858,16.59,,,,5580,2.325,430,926,
41024-0027801,PCS,TG-A20KX 20*20*9.5mm 單背3M9460,長寬±0.3厚±0.50 100PCS/1000箱 半斷/透明保護膜,1000,,,,,1963,1.963,33.63,1228,1.228,21.04,2646,2.646,45.33,,,,5837,5.837,1228,2646,
41024-0028601,PCS,TG-A20KX 20*20*6.0mm 單背3M9460,長寬±0.3厚±0.40 200PCS/2000箱 半斷/透明保護膜,500,,,,,1916,3.832,54.29,511,1.022,14.48,1102,2.204,31.23,,,,3529,7.058,511,1102,
41024-0030501,PCS,TG-A20KF 390*290*1.5mm 不背膠,長寬±1.5厚±0.15 10PCS/40箱 全斷,187,,,,,24802,132.631,70.06,3359,17.9626,9.49,7238,38.7059,20.45,,,,35399,189.2995,3359,7238,
41024-0033501,PCS,TG-A20KX 20*20*12.0mm 單背3M8003,長寬±0.3厚±0.5 500PCS/1000箱 半斷/透明保護膜,1710,,,,,11260,6.5848,64.81,1938,1.1333,11.15,4176,2.4421,24.04,,,,17374,10.1602,1938,4176,
41024-0033601,PCS,TG-A20KX 30.6*6.15*0.5mm 不背膠,長±0.4寬±0.2厚±0.05 1000PCS/60000箱 半斷/條狀/透明保護膜,300,,,,,105,0.35,21.08,125,0.4167,25.1,268,0.8933,53.82,,,,498,1.66,125,268,
41024-0033701,PCS,TG-A20KX 14.9*13.82*1.0mm 不背膠,長寬±0.3厚±0.10 1000PCS/30000箱 半斷/條狀/透明保護膜,300,,,,,123,0.41,20.88,148,0.4933,25.13,318,1.06,53.99,,,,589,1.9633,148,318,
41024-0033801,PCS,TG-A20KX 14.04*13.47*5.0mm 不背膠,長寬±0.3厚±0.35 1000PCS/7000箱 半斷/條狀/透明保護膜,300,,,,,495,1.65,65.91,81,0.27,10.79,175,0.5833,23.3,,,,751,2.5033,81,175,
41024-0039101,PCS,TG-A20KX 385*285*0.3mm 單背S203,長寬±1.5厚±0.03 50PCS/300箱 全斷/透明保護膜,20,,,,,2408,120.4,27.74,1988,99.4,22.9,4284,214.2,49.35,,,,8680,434,1988,4284,
41024-0039501,PCS,TG-A20KX 385*285*0.5mm 單背S203,長寬±1.5厚±0.05 20PCS/200箱 全斷/透明保護膜,32,,,,,5513,172.2813,35.76,3139,98.0938,20.36,6764,211.375,43.88,,,,15416,481.7501,3139,6764,
41024-0039701,PCS,TG-A20KX 190*140*0.5mm 單背S203,長±1.0寬±0.8厚±0.05 50PCS/300箱 全斷/透明保護膜,49,,,,,2973,60.6735,28.01,2421,49.4082,22.81,5219,106.5102,49.18,,,,10613,216.5919,2421,5219,
41024-0039801,PCS,TG-A20KX 385*285*1.0mm 單背S203,長寬±1.5厚±0.10 10PCS/100箱 全斷/透明保護膜,4,,,,,793,198.25,36.76,432,108,20.03,932,233,43.21,,,,2157,539.25,432,932,
41024-0040901,PCS,TG-A20KX 190*140*2.5mm 單背S203,長±1.0寬±0.8厚±0.25 10PCS/60箱 全斷/透明保護膜,5,,,,,755,151,32.81,490,98,21.3,1056,211.2,45.89,,,,2301,460.2,490,1056,
41024-0042401,PCS,TG-A20KF 190*140*1.0mm 單背S203(矽膠面),長±1.0寬±0.8厚±0.10 10PCS/100箱 全斷,8,,,,,1161,145.125,43.61,476,59.5,17.88,1025,128.125,38.5,,,,2662,332.75,476,1025,
41024-0042701,PCS,TG-A20KF 190*140*1.5mm 單背S203(矽膠面),長±1.0寬±0.8厚±0.15 10PCS/100箱 全斷,63,,,,,9492,150.6667,61.43,1889,29.9841,12.22,4071,64.619,26.35,,,,15452,245.2698,1889,4071,
41024-0043801,PCS,TG-A20KF 285*190*4.0mm 單背S203(矽膠面),長±1.5寬±1.0厚±0.30 5PCS/20箱 全斷,10,,,,,7818,781.8,66.1,1271,127.1,10.75,2739,273.9,23.16,,,,11828,1182.8,1271,2739,
41024-0044201,PCS,TG-A20KF 190*140*5.0mm 單背S203(矽膠面),長±1.0寬±0.8厚±0.35 5PCS/30箱 全斷,5,,,,,2596,519.2,5.04,15505,3101,30.1,33409,6681.8,64.86,,,,51510,10302,15505,33409,
41024-0044301,PCS,TG-A20KX 385*285*0.3mm 雙背S203,長寬±1.5厚±0.03 50PCS/300箱 全斷,16,,,,,2191,136.9375,32.01,1475,92.1875,21.55,3178,198.625,46.43,,,,6844,427.75,1475,3178,
41024-0044901,PCS,TG-A20KX 385*285*1.0mm 雙背S203,長寬±1.5厚±0.10 10PCS/100箱 全斷,,,1.999,1.999,,426,213.1066,45.17,164,82.041,17.39,353,176.5883,37.43,,,,943,471.7359,164,353,
41024-0045001,PCS,TG-A20KX 285*190*1.0mm 雙背S203,長±1.5寬±1.0厚±0.10 10PCS/80箱 全斷,,,5.005,5.005,,754,150.6494,21.71,862,172.2278,24.82,1857,371.029,53.47,,,,3473,693.9062,862,1857,
41024-0055201,PCS,TG-A20KF 7*4.2*1.5mm 單背TT500(矽膠面) 沖型(玻纖面),長寬±0.2厚±0.15 1000PCS/50000箱 半斷/Z4001-0061301/量產模/10穴,13100,,,,,3022,0.2307,34.76,1798,0.1373,20.68,3875,0.2958,44.57,,,,8695,0.6638,1798,3875,
41024-0057901,PCS,TG-A20KX 50*25*1.0mm 不背膠,長±0.4寬±0.3厚±0.10 500PCS/5000箱 半斷/條狀/透明保護膜,500,,,,,926,1.852,46.79,334,0.668,16.88,719,1.438,36.33,,,,1979,3.958,334,719,
41024-0059601,PCS,TG-A20KX 390*290*1.0mm 不背膠,長寬±1.5厚±0.10 10PCS/60箱 全斷/透明保護膜,200,,,,,36440,182.2,68.39,5339,26.695,10.02,11504,57.52,21.59,,,,53283,266.415,5339,11504,
41024-0059801,PCS,TG-A20KX 100*100*3.0mm 不背膠,長寬±0.6厚±0.25 20PCS/200箱 全斷/透明保護膜,1,,,,,163,163,33.13,104,104,21.14,225,225,45.73,,,,492,492,104,225,
41024-0061601,PCS,TG-A20KX 100*100*1.0mm 不背膠,長寬±0.6厚±0.10 100PCS/700箱 全斷/透明保護膜,1,,,,,62,62,28.97,48,48,22.43,104,104,48.6,,,,214,214,48,104,
41024-0065701,PCS,TG-A20KX 34*30*3.0mm 不背膠,長±0.4寬±0.3厚±0.25 200PCS/2000箱 半斷/透明保護膜,95,,,,,489,5.1474,31.9,331,3.4842,21.59,713,7.5053,46.51,,,,1533,16.1369,331,713,
41024-0065801,PCS,TG-A20KX 46*25*3.0mm 不背膠,長±0.4寬±0.3厚±0.25 100PCS/1500箱 半斷/透明保護膜,95,,,,,652,6.8632,53.27,181,1.9053,14.79,391,4.1158,31.94,,,,1224,12.8843,181,391,
41024-0067801,PCS,TG-A20KX 300*300*3.0mm 不背膠,長寬±1.5厚±0.25 2PCS/20箱 全斷/透明保護膜,,,47.999,47.999,,15666,326.3818,92.36,411,8.5627,2.42,885,18.4379,5.22,,,,16962,353.3824,411,885,
41024-0068201,PCS,TG-A20KF 20*20*1.5mm 單背3M467(矽膠面),長寬±0.3厚±0.15 1000PCS/10000箱 半斷/藍色亮面膜,500,,,,,790,1.58,33.91,477,0.954,20.47,1063,2.126,45.62,,,,2330,4.66,360,775,
41024-0087101,PCS,TG-A20KX 190*140*10.0mm 不背膠,長±1.0寬±0.8厚±0.50 2PCS/10箱 全斷/透明保護膜,144,,11.554,11.554,,82506,530.401,86.66,4013,25.7981,4.21,8692,55.8777,9.13,,,,95211,612.0768,3871,8341,
41024-0088001,PCS,TG-A20KX 13*13*1.0mm 不背膠,長寬±0.3厚±0.10 1000PCS/40000箱 半斷/透明保護膜,1500,,,,,370,0.2467,36.74,202,0.1347,20.06,435,0.29,43.2,,,,1007,0.6714,202,435,
41024-0088901,PCS,TG-A20KX 39*24*1.5mm 不背膠,長±0.4寬±0.3厚±0.15 500PCS/4000箱 半斷/透明保護膜,5000,,,,,9509,1.9018,75.5,978,0.1956,7.76,2108,0.4216,16.74,,,,12595,2.519,978,2108,
41024-0089001,PCS,TG-A20KX 18*18*1.5mm 不背膠,長寬±0.3厚±0.15 1000PCS/10000箱 半斷/透明保護膜,8000,,,,,5114,0.6393,70.28,686,0.0858,9.43,1477,0.1846,20.3,,,,7277,0.9097,686,1477,
41024-0102001,PCS,TG-A20KX 66.13*33.55*1.0mm 不背膠 沖型,長±0.5寬±0.4厚±0.10 200PCS/2000箱 半斷/透明保護膜/Z4001-0292401/量產模/10穴/裁40PCS,500,,,,,1604,3.208,39.28,786,1.572,19.25,1694,3.388,41.48,,,,4084,8.168,786,1694,
41024-0102101,PCS,TG-A20KX 66.61*42.17*1.0mm 不背膠 沖型,長±0.5寬±0.4厚±0.10 200PCS/2000箱 半斷/透明保護膜/Z4001-0292501/量產模/9穴/裁36PCS,500,,,,,1790,3.58,39.78,859,1.718,19.09,1851,3.702,41.13,,,,4500,9,859,1851,
41024-0106701,PCS,TG-A20KF 67*20*0.8mm 不背膠,長±0.5寬±0.3厚±0.08 1000PCS/6000箱 半斷,10000,,,,,42500,4.25,86.43,2115,0.2115,4.3,4558,0.4558,9.27,,,,49173,4.9173,2115,4558,
41024-0108201,PCS,TG-A20KX 26*14*8.0mm 單背3M8003,長寬±0.3厚±0.40 200PCS/2000箱 膜斷/藍色保護膜,800,,,,,2486,3.1075,15.79,4197,5.2463,26.66,9057,11.3213,57.54,,,,15740,19.6751,4160,8965,
41024-0109702,PCS,TG-A20KF 56.6*36.6*0.5mm 單背3M467(玻纖面) 沖型(背膠面),長±0.5寬±0.4厚±0.05 1000PCS/6000箱 全斷/正視圖為玻纖面(背膠面)/Z4001-0307301/量產模/21穴/裁42PCS,2000,,,,,5496,2.748,24.94,5244,2.622,23.79,11300,5.65,51.27,,,,22040,11.02,5244,11300,
41024-0111501,PCS,TG-A20KX 58.5*22.8*3.0mm 不背膠,長±0.5寬±0.3厚±0.25 100PCS/1000箱 半斷/透明保護膜,89,,,,,652,7.3258,46.74,235,2.6404,16.85,508,5.7079,36.42,,,,1395,15.6741,235,508,
41024-0119001,PCS,TG-A20KF 74.5*32.5*0.5mm 單背S203(玻纖面) 沖型,長±0.6寬±0.4厚±0.05 500PCS/4000箱 全斷/加拉拔5mm/Z4001-0348101/量產模/9穴/裁36PCS,500,,,,,1513,3.026,14.33,2867,5.734,27.15,6178,12.356,58.51,,,,10558,21.116,2867,6178,
41024-0139901,PCS,TG-A20KX 24.98*6.35*0.3mm 不背膠 沖型,長±0.6寬±0.2厚±0.03 1000PCS/100000箱 半斷/透明保護膜/Z4001-0357201/量產模/40穴/裁320PCS,600,,,,,177,0.295,9.71,521,0.8683,28.59,1124,1.8733,61.69,,,,1822,3.0366,521,1124,
41024-0140001,PCS,TG-A20KX 56.6*37.4*0.3mm 不背膠 沖型,長±0.5寬±0.4厚±0.03 1000PCS/10000箱 半斷/透明保護膜/Z4001-0357101/量產模/14穴/裁42PCS,760,,,,,1326,1.7447,19.98,1684,2.2158,25.37,3628,4.7737,54.66,,,,6638,8.7342,1684,3628,
41024-0143501,PCS,TG-A20KF 12.5*12.5*3.5mm 不背膠,長寬±0.3厚±0.25 1000PCS/10000箱 半斷,266,,,,,304,1.1429,27.05,261,0.9812,23.22,559,2.1015,49.73,,,,1124,4.2256,261,559,
41024-0144101,PCS,TG-A20KF 190*140*10.0mm 單背S203(矽膠面),長±1.0寬±0.8厚±0.50 1PCS/10箱 全斷,,,0.999,0.999,,255,255.2553,22.77,274,274.2743,24.46,591,591.5916,52.77,,,,1120,1121.1212,274,591,
41024-0147201,PCS,TG-A20KX 40*20*2.0mm 不背膠,長±0.4寬±0.3厚±0.20 500PCS/4000箱 半斷/透明保護膜,1000,,,,,2574,2.574,69.87,352,0.352,9.55,758,0.758,20.58,,,,3684,3.684,352,758,
41024-0156002,PCS,TG-A20KX 20*4*3.0mm 單背S203,長±0.3寬±0.2厚±0.25 1000PCS/30000箱 膜斷/藍色亮面膜/加拉拔25mm(4)/雕刻機切割/保護膜不可有摺痕/需裁切整齊,30,,,,,163,5.4333,5.82,836,27.8667,29.85,1802,60.0667,64.33,,,,2801,93.3667,836,1802,
41024-0157701,PCS,TG-A20KF 40*20*0.5mm 不背膠,長±0.4寬±0.3厚±0.05 1000PCS/10000箱 半斷,10,,,,,44,4.4,7.11,182,18.2,29.4,393,39.3,63.49,,,,619,61.9,182,393,
41024-0157801,PCS,TG-A20KX 15*15*10.0mm 不背膠,長寬±0.3厚±0.50 500PCS/3000箱 全斷/透明保護膜,30,,,,,522,17.4,31.71,356,11.8667,21.63,768,25.6,46.66,,,,1646,54.8667,356,768,
41024-0157901,PCS,TG-A20KF 19*19*4.0mm 不背膠,長寬±0.3厚±0.30 500PCS/4000箱 全斷,30,,,,,768,25.6,50.26,241,8.0333,15.77,519,17.3,33.97,,,,1528,50.9333,241,519,
41024-0158001,PCS,TG-A20KX 45.2*33.9*1.5mm 不背膠 沖型,長寬±0.4厚±0.15 200PCS/2000箱 半斷/透明保護膜/雷切/20260408-TG-0001,20,,,,,90,4.5,6.47,412,20.6,29.62,889,44.45,63.91,,,,1391,69.55,412,889,
41024-0158101,PCS,TG-A20KX 150*150*2.5mm 不背膠,長寬±0.8厚±0.25 10PCS/100箱 全斷/透明保護膜,3,,,,,291,97,45.33,111,37,17.29,240,80,37.38,,,,642,214,111,240,
41024-0158201,PCS,TG-A20KX 19*19*0.5mm 雙背3M9448,長寬±0.3厚±0.05 1000PCS/30000箱 膜斷/條狀,150,,,,,130,0.8667,16.19,214,1.4267,26.65,459,3.06,57.16,,,,803,5.3534,214,459,
41024-0158401,PCS,TG-A20KX 60*60*3.0mm 不背膠,長寬±0.5厚±0.25 100PCS/600箱 半斷/透明保護膜,1,,,,,163,163,33.2,104,104,21.18,224,224,45.62,,,,491,491,104,224,
41024-0158501,PCS,TG-A20KX 60*60*2.5mm 不背膠,長寬±0.5厚±0.25 100PCS/800箱 半斷/透明保護膜,1,,,,,145,145,53.51,40,40,14.76,86,86,31.73,,,,271,271,40,86,
41025-0001101,PCS,TG-A38KF 390*290*1.0mm 不背膠,長寬±1.5厚±0.10 10PCS/80箱 全斷,1,,,,,216,216,50.47,67,67,15.65,145,145,33.88,,,,428,428,67,145,
41025-0002401,PCS,TG-A38KX 40*20*3.0mm 不背膠,長±0.4寬±0.3厚±0.25 500PCS/3000箱 半斷/透明保護膜,3000,,,,,15610,5.2033,95.21,249,0.083,1.52,537,0.179,3.28,,,,16396,5.4653,249,537,
41025-0003801,PCS,TG-A38KX 285*190*2.0mm 不背膠,長±1.5寬±1.0厚±0.20 5PCS/40箱 全斷/透明保護膜,23,,,,,11969,520.3913,90.01,421,18.3043,3.17,907,39.4348,6.82,,,,13297,578.1304,421,907,
41025-0004701,PCS,TG-A38KX 285*190*4.0mm 不背膠,長±1.5寬±1.0厚±0.30 5PCS/20箱 全斷/透明保護膜,5,,,,,3602,720.4,84.97,202,40.4,4.77,435,87,10.26,,,,4239,847.8,202,435,
41025-0005301,PCS,TG-A38KF 285*190*0.5mm 不背膠,長±1.5寬±1.0厚±0.05 20PCS/100箱 全斷,5,,,,,383,76.6,54.79,100,20,14.31,216,43.2,30.9,,,,699,139.8,100,216,
41025-0005501,PCS,TG-A38KF 385*285*1.0mm 不背膠,長寬±1.5厚±0.10 10PCS/100箱 全斷,70,,,,,15144,216.3429,70.14,1999,28.5571,9.26,4448,63.5429,20.6,,,,21591,308.4429,1540,3317,
41025-0008401,PCS,TG-A38KX 40*40*0.5mm 不背膠,長寬±0.4厚±0.05 1000PCS/8000箱 半斷/透明保護膜,20,,,,,90,4.5,23.94,91,4.55,24.2,195,9.75,51.86,,,,376,18.8,91,195,
41025-0009701,PCS,TG-A38KX 15*15*3.5mm 不背膠,長寬±0.3厚±0.25 1000PCS/8000箱 半斷/透明保護膜,,,2500.118,2500.118,,4553,1.8211,96.77,48,0.0192,1.02,104,0.0416,2.21,,,,4705,1.8819,48,104,
41025-0012601,PCS,TG-A38KX 390*290*3.0mm 不背膠,長寬±1.5厚±0.25 5PCS/20箱 全斷/透明保護膜,38,,2.002,2.002,,17227,430.6535,65.66,2855,71.3714,10.88,6155,153.8673,23.46,,,,26237,655.8922,2855,6155,
41025-0021301,PCS,TG-A38KF 70*25*0.5mm 不背膠 沖型(玻纖面),長±0.5寬±0.3厚±0.05 1000PCS/7000箱 半斷/Z4001-0250901/量產模/11穴/裁55PCS,110,,,,,319,2.9,21.66,366,3.3273,24.85,788,7.1636,53.5,,,,1473,13.3909,366,788,
41025-0024101,PCS,TG-A38KX 385*285*10.0mm 單背S203,長寬±1.5厚±0.50 2PCS/10箱 全斷/透明保護膜,3,,,,,2861,953.6667,65.07,487,162.3333,11.08,1049,349.6667,23.86,,,,4397,1465.6667,487,1049,
41025-0024501,PCS,TG-A38KX 385*285*1.0mm 單背S203,長寬±1.5厚±0.10 10PCS/100箱 全斷/透明保護膜,2,,,,,328,164,38.01,169,84.5,19.58,366,183,42.41,,,,863,431.5,169,366,
41025-0024601,PCS,TG-A38KX 285*190*1.0mm 單背S203,長±1.5寬±1.0厚±0.10 10PCS/80箱 全斷/透明保護膜,3,,,,,882,294,41.21,399,133,18.64,859,286.3333,40.14,,,,2140,713.3333,399,859,
41025-0024701,PCS,TG-A38KX 190*140*1.0mm 單背S203,長±1.0寬±0.8厚±0.10 10PCS/100箱 全斷/透明保護膜,115,,,,,16901,146.9652,48.02,5800,50.4348,16.48,12497,108.6696,35.5,,,,35198,306.0696,5800,12497,
41025-0025101,PCS,TG-A38KX 385*285*2.0mm 單背S203,長寬±1.5厚±0.20 10PCS/30箱 全斷/透明保護膜,252,,,,,78363,310.9643,42.38,33777,134.0357,18.27,72778,288.8016,39.36,,,,184918,733.8016,33777,72778,
41025-0026401,PCS,TG-A38KX 285*190*5.0mm 單背S203,長±1.5寬±1.0厚±0.35 2PCS/8箱 全斷/透明保護膜,,,1,1,,814,814,69.34,114,114,9.71,246,246,20.95,,,,1174,1174,114,246,
41025-0026501,PCS,TG-A38KX 190*140*5.0mm 單背S203,長±1.0寬±0.8厚±0.35 5PCS/30箱 全斷/透明保護膜,,,3,3,,1622,540.6667,68.93,232,77.3333,9.86,499,166.3333,21.21,,,,2353,784.3333,232,499,
41025-0029501,PCS,TG-A38KX 385*285*1.0mm 雙背S203,長寬±1.5厚±0.10 10PCS/100箱 全斷,2,,,,,354,177,27.9,290,145,22.85,625,312.5,49.25,,,,1269,634.5,290,625,
41025-0029601,PCS,TG-A38KX 285*190*1.0mm 雙背S203,長±1.5寬±1.0厚±0.10 10PCS/80箱 全斷,3,,,,,926,308.6667,45.04,358,119.3333,17.41,772,257.3333,37.55,,,,2056,685.3333,358,772,
41025-0029701,PCS,TG-A38KX 190*140*1.0mm 雙背S203,長±1.0寬±0.8厚±0.10 10PCS/100箱 全斷,,,4.001,4.001,,758,189.4526,51.29,228,56.9858,15.43,492,122.9693,33.29,,,,1478,369.4077,228,492,
41025-0030001,PCS,TG-A38KX 190*140*1.5mm 雙背S203,長±1.0寬±0.8厚±0.15 10PCS/100箱 全斷,5,,,,,1183,236.6,49.54,382,76.4,16,823,164.6,34.46,,,,2388,477.6,382,823,
41025-0034201,PCS,TG-A38KX 46.9*19.5*0.3mm 雙背S203 沖型,長±0.4寬±0.3厚±0.03 1000PCS/20000箱 膜斷/ZM-NM-MOD-C0272/量產模/6穴/裁84PCS,470,,199.979,199.979,,1426,2.1284,8.16,5086,7.5913,29.12,10954,16.3498,62.72,,,,17466,26.0695,5086,10954,
41025-0034301,PCS,TG-A38KX 52.8*38.1*0.3mm 雙背S203 沖型,長±0.5寬±0.4厚±0.03 1000PCS/10000箱 全斷/Z4001-0186901/量產模/7穴/裁35PCS,130,,120.163,120.163,,1191,4.7609,15.66,2034,8.1307,26.74,4382,17.5166,57.6,,,,7607,30.4082,2034,4382,
41025-0035601,PCS,TG-A38KX 385*285*0.3mm 雙背S203,長寬±1.5厚±0.03 20PCS/200箱 全斷,50,,,,,8071,161.42,25.99,7287,145.74,23.46,15700,314,50.55,,,,31058,621.16,7287,15700,
41025-0036601,PCS,TG-A38KX 60*40*0.5mm 不背膠 沖型,長±0.5寬±0.4厚±0.05 500PCS/5000箱 半斷/條狀/透明保護膜/Z4001-0256101/量產模/15穴,2500,,,,,13169,5.2676,44.42,5224,2.0896,17.62,11256,4.5024,37.96,,,,29649,11.8596,5224,11256,
41025-0037401,PCS,TG-A38KX 30*20*3.0mm 不背膠,長寬厚±0.25 500PCS/4000箱 半斷/透明保護膜,1500,,,,,6504,4.336,84.06,391,0.2607,5.05,842,0.5613,10.88,,,,7737,5.158,391,842,
41025-0037501,PCS,TG-A38KXP 12*12*3.0mm 不背膠 沖型(XG8/M3400/XG6/6110),長寬±0.3厚±0.25 1000PCS/10000箱 半斷/R2/Z4001-0259601(廠內)/樣品模/1穴/Z4001-0261201(委外)/量產模/5穴/裁250PCS,261,,,,,400,1.5326,95.69,6,0.023,1.44,12,0.046,2.87,,,,418,1.6016,6,12,
41025-0037601,PCS,TG-A38KXP 13*13*3.5mm 不背膠 沖型(PC801-512GB/PC801-1TB),長寬±0.3厚±0.25 1000PCS/10000箱 半斷/Z4001-0259501(廠內)/樣品模/1穴/Z4001-0260901(委外)/量產模/5穴/裁250PCS,526,,,,,938,1.7833,83.16,60,0.1141,5.32,130,0.2471,11.52,,,,1128,2.1445,60,130,
41025-0037701,PCS,TG-A38KXP 12*7*3.5mm 不背膠 沖型(XG8),長±0.3寬±0.2厚±0.25 1000PCS/20000箱 半斷/Z4001-0259701(廠內)/樣品模/1穴/Z4001-0261101(委外)/量產模/5穴/裁420PCS,15411,,,,,17815,1.156,99.74,14,0.0009,0.08,32,0.0021,0.18,,,,17861,1.159,11,25,
41025-0037801,PCS,TG-A38KXP 14*10*3.5mm 不背膠 沖型(PC801-512GB/PC711/PM9A2),長±0.3寬±0.2厚±0.25 1000PCS/10000箱 半斷/R2/Z4001-0259801(廠內)/樣品模/1穴/Z4001-0261001(委外)/量產模/15穴/裁250PCS,1052,,,,,1875,1.7823,98.12,11,0.0105,0.58,25,0.0238,1.31,,,,1911,1.8166,11,24,
41025-0038901,PCS,TG-A38KXP 13*10*3.0mm 不背膠 沖型(XG8/XG6),長±0.3寬±0.2厚±0.25 1000PCS/10000箱 半斷/Z4001-0246701(廠內)/樣品模/1穴/Z4001-0261301(委外)/量產模/5穴/裁270PCS,522,,30300.068,,,46400,1.5054,99.9,15,0.0287,0.03,33,0.0632,0.07,,,,46448,1.5973,15,33,
41025-0039001,PCS,TG-A38KXP 11*6*3.5mm 不背膠 沖型(PC801-512GB/PC801-1TB),長±0.3寬±0.2厚±0.25 1000PCS/20000箱 半斷/Z4001-0259401(廠內)/樣品模/1穴/Z4001-0260801(委外)/量產模/5穴/裁420PCS,526,,,,,469,0.8916,95.52,7,0.0133,1.43,15,0.0285,3.05,,,,491,0.9334,7,15,
41025-0042601,PCS,TG-A38KX 400*300*1.0mm 不背膠,長寬±1.5厚±0.10 10PCS/100箱 直出不修邊,2,,,,,288,144,57.03,69,34.5,13.66,148,74,29.31,,,,505,252.5,69,148,
41025-0047501,PCS,TG-A38KX 80*80*1.0mm 不背膠,長寬±0.6厚±0.10 100PCS/700箱 半斷/透明保護膜,120,,,,,2246,18.7167,64.84,386,3.2167,11.14,832,6.9333,24.02,,,,3464,28.8667,386,832,
41025-0050801,PCS,TG-A38KX 70*20*6.5mm 不背膠,長±0.5寬±0.3厚±0.40 100PCS/700箱 膜斷/透明保護膜,1000,,,,,16158,16.158,86.31,813,0.813,4.34,1750,1.75,9.35,,,,18721,18.721,813,1750,
41025-0052301,PCS,TG-A38KX 9*9*0.5mm 單背W203,長寬±0.2厚±0.05 200PCS/170000箱 半斷/透明保護膜,5225,,,,,866,0.1657,25.33,809,0.1548,23.66,1744,0.3338,51.01,,,,3419,0.6543,809,1744,
41025-0052701,PCS,TG-A38KXP 14*11*3.3mm 不背膠 沖型(PM9A3-T),長寬±0.3厚±0.25 1000PCS/10000箱 半斷/Z4001-0278301(廠內)/樣品模/1穴/Z4001-0279201(委外)/量產模/5穴/裁280PCS,43164,,,,,67588,1.5658,99.63,78,0.0018,0.11,170,0.0039,0.25,,,,67836,1.5715,70,151,
41025-0052801,PCS,TG-A38KXP 24*9.9*3.5mm 不背膠 沖型(PM9A3-T),長±0.3寬±0.2厚±0.25 1000PCS/10000箱 半斷/Z4001-0278501(廠內)/樣品模/1穴/Z4001-0279401(委外)/量產模/5穴/裁160PCS,21582,,,,,64697,2.9977,99.87,25,0.0012,0.04,60,0.0028,0.09,,,,64782,3.0017,15,34,
