訂單號,訂單序號,訂單版本,主鍵標示,客戶簡稱,客戶簡碼,款號,款號名稱,COLORWAY,客戶款號代碼,訂單數量,加產數量,客戶訂單號,款號尺寸,下單日期,客戶要求交期,建立日期,生效日期
VS2601034,3,1,VS2601034-3,Travelpro,TLP,TLP150B18.5R0,"18.5"" 大號電腦背包",CRIMSON SHADOW / 黑配紅,430245808,600,0,PO#13693,,2026/1/29,2026/6/7,2026/1/29,2026/1/29
VS2601035,1,1,VS2601035-1,Victorinox Swiss Army,VIC,VIC170-2B17A0,背包1（肩帶尾調節方式改同VIC150）,BLACK黑色,602151,1000,0,318485,,2026/1/30,2026/5/18,2026/1/30,2026/1/31
VS2601035,2,1,VS2601035-2,Victorinox Swiss Army,VIC,VIC170-2B20A0,旅行背包（肩帶尾調節方式改同VIC150）,BLACK黑色,602155,1000,0,318485,,2026/1/30,2026/5/18,2026/1/30,2026/1/31
VS2601035,3,1,VS2601035-3,Victorinox Swiss Army,VIC,VIC170-2B18-1A0,背包6（肩帶尾改成同VIC150）,BLACK黑色,602154,1860,0,318485,,2026/1/30,2026/5/18,2026/1/30,2026/1/31
VS2601035,4,1,VS2601035-4,Victorinox Swiss Army,VIC,VIC170-2B18A0,背包5（肩帶尾調節方式改同VIC150）,BLACK黑色,602153,1000,0,318485,,2026/1/30,2026/5/18,2026/1/30,2026/1/31
VS2601035,5,1,VS2601035-5,Victorinox Swiss Army,VIC,VIC178B18B1,背包5,NAVY BLUE 藏青色,653287,1000,0,318485,,2026/1/30,2026/5/18,2026/1/30,2026/1/31
VS2601035,6,1,VS2601035-6,Victorinox Swiss Army,VIC,VIC178B16B1,"16""單肩背包",NAVY BLUE 藏青色,653281,1000,0,318485,,2026/1/30,2026/5/18,2026/1/30,2026/1/31
VS2601036,1,1,VS2601036-1,Victorinox Swiss Army,VIC,VIC340D13B0, 12寸旅行袋版本2,藏藍,653653,500,0,"318486
",,2026/1/30,2026/5/27,2026/1/30,2026/1/31
VS2601037,1,1,VS2601037-1,SPG,SPG,SPG200K12A0,可收納旅行袋,黑色BLACK,B000056400199,2070,0,29690,,2026/2/2,2026/4/17,2026/2/2,2026/2/2
VS2601038,1,1,VS2601038-1,SPG,SPG,SPG200K151A0,高級午餐冰袋（LEEDS）,黑色 BLACK,B000057100199,8100,0,29691,,2026/2/2,2026/4/17,2026/2/2,2026/2/2
VS2601038,2,1,VS2601038-2,SPG,SPG,SPG200K151T0,高級午餐冰袋（LEEDS）, 棕色(CARHARTT BROWN),B000057121199,5904,0,29691,,2026/2/2,2026/4/17,2026/2/2,2026/2/2
VS2601038,3,1,VS2601038-3,SPG,SPG,SPG200K151N0,高級午餐冰袋（LEEDS）,深藍色NAVY,B000057140199,2844,0,29691,,2026/2/2,2026/4/17,2026/2/2,2026/2/2
VS2601039,1,1,VS2601039-1,SPG,SPG,SPG200K11T0,工具手提包,棕色 CARHARTT BROWN,B000057421199,2004,0,29692,,2026/2/2,2026/4/17,2026/2/2,2026/2/2
VS2601040,1,1,VS2601040-1,SPG,SPG,SPG200K10A0,長方冰袋,黑色（BLACK),B000057000199,2064,0,29693,,2026/2/2,2026/4/17,2026/2/2,2026/2/2
VS2601041,1,1,VS2601041-1,SPG,SPG,SPG200K12A0,可收納旅行袋,黑色BLACK,B000056400199,2664,0,29699,,2026/2/2,2026/5/8,2026/2/2,2026/2/2
VS2601041,2,1,VS2601041-2,SPG,SPG,SPG200K12T0,可收纳旅行袋,棕色CARHARTT BROWN,B000056421199,2664,0,29699,,2026/2/2,2026/5/8,2026/2/2,2026/2/2
VS2601042,1,1,VS2601042-1,SPG,SPG,SPG200K151G0,高級午餐冰袋（LEEDS),灰色GRAVEL,B000057103999,2880,0,29700,,2026/2/2,2026/5/8,2026/2/2,2026/2/2
VS2601042,2,1,VS2601042-2,SPG,SPG,SPG200K151T0,高級午餐冰袋（LEEDS）, 棕色(CARHARTT BROWN),B000057121199,2880,0,29700,,2026/2/2,2026/5/8,2026/2/2,2026/2/2
VS2601042,3,1,VS2601042-3,SPG,SPG,SPG200K151A0,高級午餐冰袋（LEEDS）,黑色 BLACK,B000057100199,2880,0,29700,,2026/2/2,2026/5/8,2026/2/2,2026/2/2
VS2601043,1,1,VS2601043-1,SPG,SPG,SPG210K14A0,"30""裝備袋C0（常規）",黑色,B000050400199,1040,0,29755,,2026/2/2,2026/5/12,2026/2/2,2026/2/2
VS2602001,1,1,VS2602001-1,SPG,SPG,SPG210K05T0,手提包C0（常規）,棕色 CARHARTT BROWN,B000055521199,2226,0,29762,,2026/2/2,2026/5/12,2026/2/2,2026/2/3
VS2602001,2,1,VS2602001-2,SPG,SPG,SPG200K151T0,高級午餐冰袋（LEEDS）, 棕色(CARHARTT BROWN),B000057121199,4572,0,29762,,2026/2/2,2026/5/12,2026/2/2,2026/2/3
VS2602001,3,1,VS2602001-3,SPG,SPG,SPG200K151G0,高級午餐冰袋（LEEDS),灰色GRAVEL,B000057103999,3060,0,29762,,2026/2/2,2026/5/12,2026/2/2,2026/2/3
VS2602001,4,1,VS2602001-4,SPG,SPG,SPG200K151A0,高級午餐冰袋（LEEDS）,黑色 BLACK,B000057100199,5796,0,29762,,2026/2/2,2026/5/12,2026/2/2,2026/2/3
VS2602001,5,1,VS2602001-5,SPG,SPG,SPG200K12T0,可收纳旅行袋,棕色CARHARTT BROWN,B000056421199,2020,0,29762,,2026/2/2,2026/5/12,2026/2/2,2026/2/3
VS2602001,6,1,VS2602001-6,SPG,SPG,SPG210K10T0,"20""裝備袋C0（常規）",棕色CARHARTT BROWN,B000050121199,640,0,29762,,2026/2/2,2026/5/12,2026/2/2,2026/2/3
VS2602001,7,1,VS2602001-7,SPG,SPG,SPG200K12A0,可收納旅行袋,黑色BLACK,B000056400199,2020,0,29762,,2026/2/2,2026/5/12,2026/2/2,2026/2/3
VS2602001,8,1,VS2602001-8,SPG,SPG,SPG210K05A0,手提包C0（常規）,黑色BLACK,B000055500199,2688,0,29762,,2026/2/2,2026/5/12,2026/2/2,2026/2/3
VS2602001,9,1,VS2602001-9,SPG,SPG,SPG210K141T0,中號工具袋C0（常規）,棕色 CARHARTT BROWN,B000052221199,2004,0,29762,,2026/2/2,2026/5/12,2026/2/2,2026/2/3
VS2602001,10,1,VS2602001-10,SPG,SPG,SPG210K162A0,16寸工具袋C0（常規）,黑色BLACK,B000051800199,2007,0,29762,,2026/2/2,2026/5/12,2026/2/2,2026/2/3
VS2602001,11,1,VS2602001-11,SPG,SPG,SPG210K12A0,"23""裝備袋C0(常規)",黑色,B000050200199,684,0,29762,,2026/2/2,2026/5/12,2026/2/2,2026/2/3
VS2602001,12,1,VS2602001-12,SPG,SPG,SPG210K10G0,"20""裝備袋C0（常規）",灰色GRAVEL,B000050103999,500,0,29762,,2026/2/2,2026/5/12,2026/2/2,2026/2/3
VS2602001,13,1,VS2602001-13,SPG,SPG,SPG210K10A0,"20""裝備袋C0（常規）",黑色BLACK,B000050100199,710,0,29762,,2026/2/2,2026/5/12,2026/2/2,2026/2/3
VS2602001,14,1,VS2602001-14,SPG,SPG,SPG210K12G0,"23""裝備袋C0(常規)",灰色GRAVEL,B000050203999,504,0,29762,,2026/2/2,2026/5/12,2026/2/2,2026/2/3
VS2602002,1,1,VS2602002-1,SPG,SPG,SPG171B10Z1,豹紋迷彩MO BOTTTOMLANDS,12罐冰袋,B000054690499,504,0,29633,,2026/2/3,2026/5/18,2026/2/3,2026/2/5
VS2602003,1,1,VS2602003-1,SPG,SPG,SPG171B10Z1,豹紋迷彩MO BOTTTOMLANDS,12罐冰袋,B000054690499,3,0,29633,,2026/2/3,2026/4/30,2026/2/3,2026/2/5
VS2602004,1,1,VS2602004-1,SPG,SPG,SPG210K162T0,棕色CARHARTT BROWN,16寸工具袋C0（常規）,B000051821199,1206,0,29777,,2026/2/6,2026/5/16,2026/2/6,2026/2/7
VS2602004,2,1,VS2602004-2,SPG,SPG,SPG210K162A0,黑色BLACK,16寸工具袋C0（常規）,B000051800199,1206,0,29777,,2026/2/6,2026/5/16,2026/2/6,2026/2/7
VS2602005,1,1,VS2602005-1,CALIFORNIA INNOVATIONS,CAU,CIS073C17Z2,黑色+深灰,SAM'S 2026 9寸保鮮午餐桶 5721SU,5721SU,5,0,BLK_SL007187,,2026/2/7,2026/2/7,2026/2/7,2026/2/7
VS2602005,2,1,VS2602005-2,CALIFORNIA INNOVATIONS,CAU,CIS073C17Z3,藍色+藏藍,SAM'S 2026 9寸保鮮午餐桶 5721SU,5721SU,5,0,BLK_SL007187,,2026/2/7,2026/2/7,2026/2/7,2026/2/7
VS2602005,3,1,VS2602005-3,CALIFORNIA INNOVATIONS,CAU,CIS073C17Z4,粉色+桃紅,SAM'S 2026 9寸保鮮午餐桶 5721SU,5721SU,5,0,BLK_SL007187,,2026/2/7,2026/2/7,2026/2/7,2026/2/7
VS2602005,4,1,VS2602005-4,CALIFORNIA INNOVATIONS,CAU,CIS073C17Z5,藻綠+蔥綠,SAM'S 2026 9寸保鮮午餐桶 5721SU,5721SU,5,0,BLK_SL007187,,2026/2/7,2026/2/7,2026/2/7,2026/2/7
VS2602005,5,1,VS2602005-5,CALIFORNIA INNOVATIONS,CAU,CIS073C17Z6,水泥灰+煙灰,SAM'S 2026 9寸保鮮午餐桶 5721SU,5721SU,5,0,BLK_SL007187,,2026/2/7,2026/2/7,2026/2/7,2026/2/7
VS2602006,1,1,VS2602006-1,CAI,CAI,CIW216C12B1,B1/海藍色19-4042TPG,12罐無拉鏈冰袋,10006205,730,0,TBA,,2026/2/7,2026/4/18,2026/2/7,2026/2/7
VS2602006,2,1,VS2602006-2,CAI,CAI,CIW216C12B0,B0/霧藍色,12罐無拉鏈冰袋,10006206,736,0,TBA,,2026/2/7,2026/4/18,2026/2/7,2026/2/7
VS2602006,3,1,VS2602006-3,CAI,CAI,CIW216C12A0,A0/烏黑色19-4104TPG,12罐無拉鏈冰袋,10006204,1472,0,TBA,,2026/2/7,2026/4/18,2026/2/7,2026/2/7
VS2602007,1,1,VS2602007-1,WIP,WIP,WIP050K05A0,BLACK黑色,RICHMOND錢包(小圓角),I036996,1,0,26TRUS02312/22,,2026/2/26,2026/5/22,2026/2/26,2026/2/26
VS2602007,2,1,VS2602007-2,WIP,WIP,WIP050D20A0,黑色,RICHMOND小號旅行袋,I037004,1,0,26TRUS02312/22,,2026/2/26,2026/5/22,2026/2/26,2026/2/26
VS2602008,1,1,VS2602008-1,CALIFORNIA INNOVATIONS,CAU,CIW211C12B1,B1/海藍色19-4042TPG,12罐無拉鏈冰袋,10005501,20000,5,BLK_SL006241F,,2026/2/26,2026/4/30,2026/2/26,2026/2/26
VS2602009,1,1,VS2602009-1,SPG,SPG,SPG210K12T0,棕色CARHARTT BROWN,"23""裝備袋C0(常規)",B000050221199,756,0,29828,,2026/2/26,2026/5/25,2026/2/26,2026/2/26
VS2602009,2,1,VS2602009-2,SPG,SPG,SPG210K05T0,棕色 CARHARTT BROWN,手提包C0（常規）,B000055521199,4368,0,29828,,2026/2/26,2026/5/25,2026/2/26,2026/2/26
VS2602009,3,1,VS2602009-3,SPG,SPG,SPG210K05A0,黑色BLACK,手提包C0（常規）,B000055500199,3276,0,29828,,2026/2/26,2026/5/25,2026/2/26,2026/2/26
VS2602009,4,1,VS2602009-4,SPG,SPG,SPG171B10G0,GRAVEL灰色,12罐冰袋,B000054603999,900,0,29828,,2026/2/26,2026/5/25,2026/2/26,2026/2/26
VS2602009,5,1,VS2602009-5,SPG,SPG,SPG171B10A0,BLACK黑色,12罐冰袋,B000054600199,2244,0,29828,,2026/2/26,2026/5/25,2026/2/26,2026/2/26
VS2602009,6,1,VS2602009-6,SPG,SPG,SPG210K5A0,黑色BLACK,女士生活用品袋C0（常規）,B000051200199,2040,0,29828,,2026/2/26,2026/5/25,2026/2/26,2026/2/26
VS2602009,7,1,VS2602009-7,SPG,SPG,SPG210K12A0,黑色,"23""裝備袋C0(常規)",B000050200199,504,0,29828,,2026/2/26,2026/5/25,2026/2/26,2026/2/26
VS2602009,8,1,VS2602009-8,SPG,SPG,SPG210K10G0,灰色GRAVEL,"20""裝備袋C0（常規）",B000050103999,500,0,29828,,2026/2/26,2026/5/25,2026/2/26,2026/2/26
VS2602009,9,1,VS2602009-9,SPG,SPG,SPG210K10A0,黑色BLACK,"20""裝備袋C0（常規）",B000050100199,500,0,29828,,2026/2/26,2026/5/25,2026/2/26,2026/2/26
VS2602009,10,1,VS2602009-10,SPG,SPG,SPG210K5P0,葡萄紫PORT,女士生活用品袋,B000051261499,1020,0,29828,,2026/2/26,2026/5/25,2026/2/26,2026/2/26
VS2602010,1,2,VS2602010-1,SPG,SPG,SPG200K13A0,SANMAR工具袋 黑色(BLACK),SANMAR工具袋,B000057600199,2090,0,29885,,2026/2/26,2026/5/18,2026/2/26,2026/2/26
VS2602011,1,1,VS2602011-1,SPG,SPG,SPG200K30A0,SANMAR 30寸裝備袋 黑色(BLACK),SANMAR 30寸裝備袋,B000056600199,2000,0,29867,,2026/2/26,2026/5/18,2026/2/26,2026/2/26
VS2602012,1,1,VS2602012-1,SPG,SPG,SPG200K121A0,BLACK黑色,旅行冰袋,B000056700199,2004,0,29868,,2026/2/26,2026/5/18,2026/2/26,2026/2/26
VS2602013,1,1,VS2602013-1,SPG,SPG,SPG200K151A0,黑色 BLACK,高級午餐冰袋（LEEDS）,B000057100199,5760,0,29869,,2026/2/26,2026/5/18,2026/2/26,2026/2/26
VS2602013,2,1,VS2602013-2,SPG,SPG,SPG200K151T0, 棕色(CARHARTT BROWN),高級午餐冰袋（LEEDS）,B000057121199,2736,0,29869,,2026/2/26,2026/5/18,2026/2/26,2026/2/26
VS2602013,3,1,VS2602013-3,SPG,SPG,SPG200K151N0,深藍色NAVY,高級午餐冰袋（LEEDS）,B000057140199,6768,0,29869,,2026/2/26,2026/5/18,2026/2/26,2026/2/26
VS2602014,1,1,VS2602014-1,SPG,SPG,SPG200K16A0, 黑色 BLACK,冰袋背包(sanmar),B000056800199,2004,0,29870,,2026/2/26,2026/5/18,2026/2/26,2026/2/26
VS2602015,1,2,VS2602015-1,SPG,SPG,SPG200K11T0,棕色 CARHARTT BROWN,工具手提包,B000057421199,2004,0,29871,,2026/2/26,2026/5/18,2026/2/26,2026/2/26
VS2602015,2,1,VS2602015-2,SPG,SPG,SPG200K11A0,黑色BLACK,工具手提包,B000057400199,2616,0,29871,,2026/2/26,2026/5/18,2026/2/26,2026/2/26
VS2602016,1,1,VS2602016-1,SPG,SPG,SPG200K10A0,黑色（BLACK),長方冰袋,B000057000199,2352,0,29872,,2026/2/26,2026/5/25,2026/2/26,2026/2/26
VS2602017,1,1,VS2602017-1,CALIFORNIA INNOVATIONS,CAU,CIW029C8Z0,Z0/水彩蝴蝶印花,"8""方形午餐袋",10005653,51200,5,SL007860~7869,,2026/2/26,2026/5/16,2026/2/26,2026/2/26
VS2602017,2,1,VS2602017-2,CALIFORNIA INNOVATIONS,CAU,CIW029C8Z1,Z1/四維立體印花,"8""方形午餐袋",10004622,20480,5,SL007860~7869,,2026/2/26,2026/5/16,2026/2/26,2026/2/26
VS2602017,3,1,VS2602017-3,CALIFORNIA INNOVATIONS,CAU,CIW015C10-2A0,A0/黑色/灰色,"10-2""側開午餐袋(無插扣)",10004630,21216,5,SL007860~7869,,2026/2/26,2026/4/28,2026/2/26,2026/2/26
VS2602018,1,1,VS2602018-1,Samsonite,SAM,SAM220K15L0,橄欖綠PINE GREEN,"15.55""背包（ Backpack）",149196-1693,500,1,NA01452700,,2026/2/26,2026/7/25,2026/2/26,2026/2/26
VS2602019,1,1,VS2602019-1,Victorinox Swiss Army,VIC,VIC157B09A0,黑色,單肩包（A版）,654026,1,0,317759,,2026/2/26,2026/4/27,2026/2/26,2026/2/27
VS2602019,2,1,VS2602019-2,Victorinox Swiss Army,VIC,VIC157B18A0,黑色,"18""背包",654027,1,0,317759,,2026/2/26,2026/4/27,2026/2/26,2026/2/27
VS2602019,3,1,VS2602019-3,Victorinox Swiss Army,VIC,VIC157B19A0,黑色,04背包,654028,1,0,317759,,2026/2/26,2026/4/27,2026/2/26,2026/2/27
VS2602019,4,1,VS2602019-4,Victorinox Swiss Army,VIC,VIC157B17A0,黑色,01背包,654029,1,0,317759,,2026/2/26,2026/4/27,2026/2/26,2026/2/27
VS2602019,5,1,VS2602019-5,Victorinox Swiss Army,VIC,VIC157B20A0,黑色,02背包,654030,1,0,317759,,2026/2/26,2026/4/27,2026/2/26,2026/2/27
VS2602019,6,1,VS2602019-6,Victorinox Swiss Army,VIC,VIC157D19A0,黑色,旅行袋01,654031,1,0,317759,,2026/2/26,2026/4/27,2026/2/26,2026/2/27
VS2602020,1,1,VS2602020-1,SPG,SPG,SPG210K14A0,"30""裝備袋C0（常規）",黑色,B000050400199,4,,29755,,2026/2/27,2026/5/18,2026/2/27,2026/2/27
VS2602021,1,1,VS2602021-1,SPG,SPG,SPG210K161A0,汽車雜物袋C0（常規）,黑色BLACK,B000055600199,2004,,29937,,2026/2/28,2026/5/21,2026/2/28,2026/3/2
VS2602021,2,1,VS2602021-2,SPG,SPG,SPG210K9AA0,高級午餐袋,黑色BLACK,B000030400199,5910,,29937,,2026/2/28,2026/5/21,2026/2/28,2026/3/2
VS2602021,3,1,VS2602021-3,SPG,SPG,SPG150D11A0,55L 旅行袋,BLACK 黑色,B000042100199,1002,,29937,,2026/2/28,2026/5/21,2026/2/28,2026/3/2
VS2602021,4,1,VS2602021-4,SPG,SPG,SPG210K10T0,"20""裝備袋C0（常規）",棕色CARHARTT BROWN,B000050121199,500,,29937,,2026/2/28,2026/5/21,2026/2/28,2026/3/2
VS2602021,5,1,VS2602021-5,SPG,SPG,SPG210K12T0,"23""裝備袋C0(常規)",棕色CARHARTT BROWN,B000050221199,1308,,29937,,2026/2/28,2026/5/21,2026/2/28,2026/3/2
VS2602021,6,1,VS2602021-6,SPG,SPG,SPG210K05A0,手提包C0（常規）,黑色BLACK,B000055500199,2016,,29937,,2026/2/28,2026/5/21,2026/2/28,2026/3/2
VS2603001,1,1,VS2603001-1,CALIFORNIA INNOVATIONS,CAU,CIW029C8Z0,"8""方形午餐袋",Z0/水彩蝴蝶印花,10005653,51200,5,SL007873~7877,,2026/3/3,2026/5/19,2026/3/3,2026/3/3
VS2603002,1,1,VS2603002-1,CALIFORNIA INNOVATIONS,CAU,CIS023C01Z01,"SAM'S 26""大購物袋 2026 H2",Z01/間色肩帶-米白+煙黑,4087SE RE,74066,,BLK_SL007194,,2026/3/3,2026/6/25,2026/3/3,2026/3/3
VS2603002,2,1,VS2603002-2,CALIFORNIA INNOVATIONS,CAU,CIS023C01Z02,"SAM'S 26""大購物袋 2026 H2",Z02/間色肩帶-米白+灰綠,4087SE RE,74066,,BLK_SL007194,,2026/3/3,2026/6/25,2026/3/3,2026/3/3
VS2603002,3,1,VS2603002-3,CALIFORNIA INNOVATIONS,CAU,CIS023C01Z06,"SAM'S 26""大購物袋 2026 H2",Z06/純色肩帶-紫白粗條紋,4087SE RE,50588,,BLK_SL007194,,2026/3/3,2026/6/25,2026/3/3,2026/3/3
VS2603002,4,1,VS2603002-4,CALIFORNIA INNOVATIONS,CAU,CIS023C01Z09,"SAM'S 26""大購物袋 2026 H2",Z09/波浪肩帶-藍色,4087SE RE,54200,,BLK_SL007194,,2026/3/3,2026/6/25,2026/3/3,2026/3/3
VS2603003,1,1,VS2603003-1,CALIFORNIA INNOVATIONS,CAU,CIS022C01Z03,"SAM'S 26""大購物袋 2026 H1",Z03/墨綠+粉紅,2173SUP18001,4541,,BLK_SL007184B,,2026/3/4,2026/4/20,2026/3/4,2026/3/5
VS2603003,2,1,VS2603003-2,CALIFORNIA INNOVATIONS,CAU,CIS022C01Z05,"SAM'S 26""大購物袋 2026 H1",Z05/紅色+淡橙色,2173SUP18001,3785,,BLK_SL007184B,,2026/3/4,2026/4/20,2026/3/4,2026/3/5
VS2603003,3,1,VS2603003-3,CALIFORNIA INNOVATIONS,CAU,CIS022C01Z09,"SAM'S 26""大購物袋 2026 H1",Z09/米白+藍色,2173SUP18001,4541,,BLK_SL007184B,,2026/3/4,2026/4/20,2026/3/4,2026/3/5
VS2603003,4,1,VS2603003-4,CALIFORNIA INNOVATIONS,CAU,CIS022C02Z01,"SAM'S 26""大購物袋 2026 H1",Z01/米白+紅白間色肩帶,2173SUP18001,4793,,BLK_SL007184B,,2026/3/4,2026/4/20,2026/3/4,2026/3/5
VS2603004,1,1,VS2603004-1,CALIFORNIA INNOVATIONS,CAU,CIC016C44Z1,"10""EVA壓膜午餐袋",Z1/石灰色15-4305TPG,10006582,1605,,SL007878,,2026/3/4,2026/5/20,2026/3/4,2026/3/4
VS2603004,2,1,VS2603004-2,CALIFORNIA INNOVATIONS,CAU,CIC016C44Z2,"10""EVA壓膜午餐袋",Z2/復古藍19-4118TPG,10006582,2005,,SL007878,,2026/3/4,2026/5/20,2026/3/4,2026/3/4
VS2603004,3,1,VS2603004-3,CALIFORNIA INNOVATIONS,CAU,CIC016C44Z3,"10""EVA壓膜午餐袋",Z3/黑色,10006582,2805,,SL007878,,2026/3/4,2026/5/20,2026/3/4,2026/3/4
VS2603005,1,1,VS2603005-1,WIP,WIP,WIP050K05A0,RICHMOND錢包(小圓角),BLACK黑色,I036996,50,,26TR002097/98,,2026/3/5,2025/5/25,2026/3/5,2026/3/5
VS2603005,2,1,VS2603005-2,WIP,WIP,WIP050D20A0,RICHMOND小號旅行袋,黑色,I037004,120,,26TR002097/98,,2026/3/5,2026/5/25,2026/3/5,2026/3/5
VS2603006,1,1,VS2603006-1,SPG,SPG,SPG210K05A0,手提包C0（常規）,黑色BLACK,B000055500199,5,,29937,,2026/3/11,2026/4/29,2026/3/12,2026/3/13
VS2603007,1,1,VS2603007-1,Victorinox Swiss Army,VIC,VIC340D13A0,12寸旅行袋版本2,黑色,653652,500,,319818,,2026/3/9,2026/6/30,2026/3/10,2026/3/10
VS2603008,1,1,VS2603008-1,CALIFORNIA INNOVATIONS,CAU,CIW211C12B0,12罐無拉鏈冰袋,B0/霧藍色,10004133,3500,5,BLK_SL006216D,,2026/3/11,2026/5/7,2026/3/12,2026/3/13
VS2603009,1,1,VS2603009-1,SPG,SPG,SPG210K9AA0,高級午餐袋,黑色BLACK,B000030400199,17090,,29981,,2026/3/12,2026/6/1,2026/3/13,2026/3/13
VS2603009,2,1,VS2603009-2,SPG,SPG,SPG210K05A0,手提包C0（常規）,黑色BLACK,B000055500199,2772,,29981,,2026/3/12,2026/6/1,2026/3/13,2026/3/13
VS2603010,1,1,VS2603010-1,Samsonite,SAM,SAM100B15.6A0,"15.6""背包(NU ROAD)",黑色/槍色,140500-T522,250,1,NA01462106,,2026/3/13,2026/7/7,2026/3/14,2026/3/16
VS2603010,2,1,VS2603010-2,Samsonite,SAM,SAM100B15.6B0,"15.6""背包(NU ROAD)",深藍色/槍色,140500-9551,250,1,NA01462106,,2026/3/13,2026/7/7,2026/3/14,2026/3/16
VS2603010,3,1,VS2603010-3,Samsonite,SAM,SAM100B17.3A0,"17.3""背包(NU ROAD)",黑色/槍色,140499-T522,316,1,NA01462106,,2026/3/13,2026/7/7,2026/3/14,2026/3/16
VS2603010,4,1,VS2603010-4,Samsonite,SAM,SAM100B17.3B0,"17.3""背包(NU ROAD)",深藍色/槍色,140499-9551,250,1,NA01462106,,2026/3/13,2026/7/7,2026/3/14,2026/3/16
VS2603010,5,1,VS2603010-5,Samsonite,SAM,SAM101B14A1,14.1''背包(NU ROAD),黑色/玫瑰金,140554-T062,250,1,NA01462106,,2026/3/13,2026/7/7,2026/3/14,2026/3/16
VS2603010,6,1,VS2603010-6,Samsonite,SAM,SAM100B17.3G0,"17.3""背包(NU ROAD)",灰色/槍色,140499-1412,250,1,NA01462106,,2026/3/13,2026/7/7,2026/3/14,2026/3/16
VS2603010,7,1,VS2603010-7,Samsonite,SAM,SAM102B14P1,14.1''背包(NU ROAD),午夜紫/白叻色,140554-1705,395,1,NA01462106,,2026/3/13,2026/7/7,2026/3/14,2026/3/16
VS2603011,1,1,VS2603011-1,Samsonite,SAM,SAM100B15.6A0,"15.6""背包(NU ROAD)",黑色/槍色,140500-T522,250,,NA01462108,,2026/3/13,2026/8/31,2026/3/14,2026/3/16
VS2603011,2,1,VS2603011-2,Samsonite,SAM,SAM100B15.6B0,"15.6""背包(NU ROAD)",深藍色/槍色,140500-9551,250,,NA01462108,,2026/3/13,2026/8/31,2026/3/14,2026/3/16
VS2603011,3,1,VS2603011-3,Samsonite,SAM,SAM100B17.3A0,"17.3""背包(NU ROAD)",黑色/槍色,140499-T522,316,,NA01462108,,2026/3/13,2026/8/31,2026/3/14,2026/3/16
VS2603011,4,1,VS2603011-4,Samsonite,SAM,SAM100B17.3B0,"17.3""背包(NU ROAD)",深藍色/槍色,140499-9551,250,,NA01462108,,2026/3/13,2026/8/31,2026/3/14,2026/3/16
VS2603011,5,1,VS2603011-5,Samsonite,SAM,SAM101B14A1,14.1''背包(NU ROAD),黑色/玫瑰金,140554-T062,250,,NA01462108,,2026/3/13,2026/8/31,2026/3/14,2026/3/16
VS2603011,6,1,VS2603011-6,Samsonite,SAM,SAM100B17.3G0,"17.3""背包(NU ROAD)",灰色/槍色,140499-1412,250,,NA01462108,,2026/3/13,2026/8/31,2026/3/14,2026/3/16
VS2603011,7,1,VS2603011-7,Samsonite,SAM,SAM102B14P1,14.1''背包(NU ROAD),午夜紫/白叻色,140554-1705,395,,NA01462108,,2026/3/13,2026/8/31,2026/3/14,2026/3/16
VS2603012,1,1,VS2603012-1,Travelpro,TLP,TLP053T21A0,"21""兩輪拉桿箱",BLACK / 黑色,628585,500,,OB#13755,,2026/3/15,2026/6/19,2026/3/16,2026/3/16
VS2603012,2,1,VS2603012-2,Travelpro,TLP,TLP053T22A0,"22""兩輪拉桿箱",BLACK / 黑色,628950,1200,,OB#13755,,2026/3/15,2026/6/19,2026/3/16,2026/3/16
VS2603013,1,1,VS2603013-1,Victorinox Swiss Army,VIC,VIC174B18A0,聯合簡易版背包,黑色,611475,500,,320145,,2026/3/15,2026/6/24,2026/3/16,2026/3/17
VS2603013,2,1,VS2603013-2,Victorinox Swiss Army,VIC,VIC174B172A0,企業簡易版背包,黑色,611474,200,,320145,,2026/3/15,2026/6/24,2026/3/16,2026/3/17
VS2603014,1,1,VS2603014-1,Victorinox Swiss Army,VIC,VIC174B18A0,聯合簡易版背包,黑色,611475,300,,320175,,2026/3/15,2026/6/24,2026/3/16,2026/3/17
VS2603014,2,1,VS2603014-2,Victorinox Swiss Army,VIC,VIC174B172A0,企業簡易版背包,黑色,611474,300,,320175,,2026/3/15,2026/6/24,2026/3/16,2026/3/17
VS2603015,1,1,VS2603015-1,Victorinox Swiss Army,VIC,VIC174B18A0,聯合簡易版背包,黑色,611475,200,,320176,,2026/3/15,2026/6/24,2026/3/16,2026/3/17
VS2603015,2,1,VS2603015-2,Victorinox Swiss Army,VIC,VIC174B172A0,企業簡易版背包,黑色,611474,100,,320176,,2026/3/15,2026/6/24,2026/3/16,2026/3/17
VS2603016,1,1,VS2603016-1,Victorinox Swiss Army,VIC,VIC174B18A0,聯合簡易版背包,黑色,611475,1000,,320177,,2026/3/15,2026/6/24,2026/3/16,2026/3/17
VS2603016,2,1,VS2603016-2,Victorinox Swiss Army,VIC,VIC174B172A0,企業簡易版背包,黑色,611474,400,,320177,,2026/3/15,2026/6/24,2026/3/16,2026/3/17
VS2603017,1,1,VS2603017-1,CALIFORNIA INNOVATIONS,CAU,CIC016C45Z02,"COSTCO 2026 16""手提冰袋",Z02/橄欖綠18-0316TPG,10006941,7575,,BLK_SL007197,,2026/3/16,2026/6/17,2026/3/17,2026/3/18
