訂單編號,產品別,規格,鍍層碼,厚度mm,寬度mm,用途碼,業務需求備註
2508EFD004/002,PPGL,A792MSSGR275,AZM150,0.5,1219,COA001,"色碼待確認  TO 技術處：
1. 品證備註欄位請秀 : ORDER THICKNESS IS BMT 
2. MTC SHOW COIL LENGTH"
2507DFD059/003,PPGL,CGLC-20,AZ150,0.426,1224,COA010,"2025/7/31Revised
1.新增項次3。
2.母鋼分切5顆，單捲限重4.3以內。"
2507DFD059/002,PPGL,CGLC-20,AZ150,0.426,914,COA010,"2025/7/31Revised
1.新增項次2。
2.母鋼分切5顆，單捲限重4.3以內。"
2508DFD013/001,PPGL,CGLC400-20,AZ150,0.45,960,COA010,"1. 直立式木架包裝。
2. 請依軋延率≧82%的規則採買熱軋。
3. 客戶表示因用戶端的大天車裁撤，因此必須降低最
    大限重；客戶拜託我們能否把最後一顆分切鋼捲，若是超過3.2噸，
     再次分切成2顆1噸多的小鋼捲，重量低於訂單限重客戶也願意
     一級品接受。"
2508DFD013/002,PPGL,CGLC400-20,AZ150,0.45,960,COA010,"1. 直立式木架包裝。
2. 請依軋延率≧82%的規則採買熱軋。
3. 客戶表示因用戶端的大天車裁撤，因此必須降低最
    大限重；客戶拜託我們能否把最後一顆分切鋼捲，若是超過3.2噸，
     再次分切成2顆1噸多的小鋼捲，重量低於訂單限重客戶也願意
     一級品接受。"
2509EFE021/002,PPGL,A792SSGR80,AZ50,0.457,1092,COG001,PE PAINT WITH 15-YEAR WARRANTY
2507EFD003/001,PPGL,A792MSSGR550,AZM150,0.47,1220,COA001,"TO技術處:
COIL LENGTH ON MILL CERT.
TO原料處:
此為BORON訂單，請採購含硼原料"
2502EFE003/002,PPGL,A792SSGR80,AZ50,0.493,1086,COG003,"TO 技術:
請特別注意平坦度保證STEEPNESS & FLATNESS 板形≦12 I-UNIT"
2502EFE009/002,PPGL,A792SSGR33,AZ50,0.381,909,COG007,"TO 技術處： 
1. 厚度公差AIMING +0.0030""; 寬度公差AIMING +0.1875""。 
2. 寬度公差標準比照ASTM 924 TABLE 3。 
3. 邊波上限0.375""; I-UNITS上限40。 
4. 用途為壁板。"
2502EFE030/001,PPGL,A792SSGR80,AZ50,0.381,1035,COG003,"TO技術處
1. THICKNESS TOLERANCE: 0/+0.003""
2. WIDTH TOLERANCE: 0/+4.5MM
3. FLATNESS REQUIREMENT: 10  I-UNIT AIMING AND 12 I-UNIT GUARANTEED"
2502EFE031/001,PPGL,A792SSGR80,AZ50,0.381,1035,COG003,"TO技術處
1. THICKNESS TOLERANCE: 0/+0.003""
2. WIDTH TOLERANCE: 0/+4.5MM
3. FLATNESS REQUIREMENT: 10  I-UNIT AIMING AND 12 I-UNIT GUARANTEED"
2502EFE009/001,PPGL,A792SSGR80,AZ50,0.381,1035,COG003,"TO 技術處： 
1. 厚度公差AIMING +0.0030""; 寬度公差AIMING +0.1875""。 
2. 寬度公差標準比照ASTM 924 TABLE 3。 
3. 邊波上限0.125""; I-UNITS上限20。 
4. 用途為屋頂修邊料。"
2503EFE001/013,PPGL,A792SSGR80,AZ50,0.508,1092,COG001,"Valspar新色，WXR1656-T5，以下訊息擷取自技術處:
1.詢問塗料商後，可搭他社背面漆，可提供十年漆膜完整性保固
2.經與內部討論後，避免有太大之變更，色碼 SRV3T3 (WXR1656) 
  繼續使用，並搭配用途 COG001-屋頂(保證年限)，屆時放行標準會
  針對VALSPAR色碼規範進行特例管制，但此特例僅針對色碼SRV3T3。"
2502EFE032/001,PPGL,A792SSGR80,AZ50,0.381,1035,COA001,"TO技術處
1. THICKNESS TOLERANCE: 0/+0.003""
2. WIDTH TOLERANCE: 0/+4.5MM
3. FLATNESS REQUIREMENT: 10  I-UNIT AIMING AND 12 I-UNIT GUARANTEED"
2502EFE016/002,PPGL,A792CSB,AZ50,0.508,1219,COG001,"TO 技術處: 
1. TOLERANCE AS PER 1/2 ASTM STANDARD。 
2. 所有鋼捲包裝前須保持乾燥。 
3. 標準外銷包裝以防受潮及鋼捲損壞。 
4. 產品規格須符合ASTM最新版本規範。 
5. 最終用途為成型浪板。"
2502EFE017/001,PPGL,A792SSGR33,AZ50,0.508,1092,COG007,TO 技術處：AIMING THICKNESS TOLERANCE PER 1/2 ASTM STANDARD。
2502EFE017/002,PPGL,A792SSGR33,AZ50,0.508,1092,COG003,TO 技術處：AIMING THICKNESS TOLERANCE PER 1/2 ASTM STANDARD。
2502EFE017/003,PPGL,A792SSGR33,AZ50,0.508,1092,COG007,TO 技術處：AIMING THICKNESS TOLERANCE PER 1/2 ASTM STANDARD。
2502EFE017/004,PPGL,A792SSGR33,AZ50,0.508,1092,COG007,TO 技術處：AIMING THICKNESS TOLERANCE PER 1/2 ASTM STANDARD。
2502EFE017/005,PPGL,A792SSGR80,AZ50,0.381,1041,COG003,"TO 技術處：AIMING THICKNESS TOLERANCE PER 1/2 ASTM STANDARD。

2025/03/05: 新色，保固40Y。"
2502EFE017/006,PPGL,A792SSGR80,AZ50,0.381,1041,COG007,TO 技術處：AIMING THICKNESS TOLERANCE PER 1/2 ASTM STANDARD。
2502EFE017/007,PPGL,A792SSGR80,AZ50,0.381,1041,COG003,TO 技術處：AIMING THICKNESS TOLERANCE PER 1/2 ASTM STANDARD。
2502EFE017/008,PPGL,A792SSGR80,AZ50,0.381,1041,COG003,TO 技術處：AIMING THICKNESS TOLERANCE PER 1/2 ASTM STANDARD。
2502EFE017/009,PPGL,A792SSGR80,AZ50,0.381,1041,COG007,TO 技術處：AIMING THICKNESS TOLERANCE PER 1/2 ASTM STANDARD。
2502EFE017/010,PPGL,A792SSGR80,AZ50,0.381,1041,COG001,"TO 技術處：
1. AIMING THICKNESS TOLERANCE PER 1/2 ASTM STANDARD。
2. Valspar新色，SMP漆膜保固20Y，搭配一般背面漆，用途別COG001。"
2502EFE017/011,PPGL,A792SSGR80,AZ50,0.381,1041,COG001,"TO 技術處：
1. AIMING THICKNESS TOLERANCE PER 1/2 ASTM STANDARD。
2. Valspar新色，SMP漆膜保固20Y，搭配一般背面漆，用途別COG001。"
2502EFE033/001,PPGL,A792SSGR33,AZ50,0.381,909,COG003,"TO技術處
1. THICKNESS TOLERANCE: 0/+0.003""
2. WIDTH TOLERANCE: 0/+4.5MM (AIMING)
3. FLATNESS REQUIREMENT: 10  I-UNIT AIMING AND 12 I-UNIT GUARANTEED"
2502EFD001/002,PPGL,A792MSSGR340,AZM150,0.47,1000,COA001,"TO 技術處: 
SHOW COIL LENGTH ON MTC.
TO 原料/技術/生管:
此訂單交期為一月，請協助生產。"
2501DCD004/004,PPSUS,CSUS304-20,-,0.46,914,CIA008,由TWZ0887轉入，請勿投產。
2502EFD001/001,PPGL,A792MSSGR550,AZM150,0.47,1000,COA001,"TO 技術處: 
SHOW COIL LENGTH ON MTC.
TO 原料/技術/生管:
此訂單交期為一月，請協助生產。"
2502EFD002/001,PPGL,A792MSSGR340,AZM150,0.53,1000,COA001,"TO 技術處: 
COIL LENGTH ON MILL CERT."
2502EFD004/001,PPGL,CGL440-20,AZ200,0.7,1000,COA001,"TO技術處:
COIL LENGTH ON MTC.
TO 原料/技術/生管:
此訂單交期為一月，請協助生產。"
2502EFD004/002,PPGL,CGL570-20,AZ200,0.5,1000,COA001,"TO技術處:
COIL LENGTH ON MTC.
TO 原料/技術/生管:
此訂單交期為一月，請協助生產。"
2502EFD005/001,PPGL,A792MSSGR550,AZM150,0.47,1000,COA001,"TO技術處
1.COIL LENGTH ON MILL CERT.
2.SHOWING WHOLE ITEMS OF MECHANICAL PORPERTY IS REQUIRED."
2502EFD004/003,PPGL,A792MSSGR550,AZM150,0.5,1000,COA001,"TO技術處:
COIL LENGTH ON MTC.
TO 原料/技術/生管:
此訂單交期為一月，請協助生產。"
2502EFD005/002,PPGL,A792MSSGR550,AZM150,0.47,1000,COA001,"TO技術處
1.COIL LENGTH ON MILL CERT.
2.SHOWING WHOLE ITEMS OF MECHANICAL PORPERTY IS REQUIRED."
2502EFD005/003,PPGL,A792MSSGR550,AZM150,0.47,1000,COA001,"TO技術處
1.COIL LENGTH ON MILL CERT.
2.SHOWING WHOLE ITEMS OF MECHANICAL PORPERTY IS REQUIRED."
2502EFD005/004,PPGL,A792MSSGR340,AZM150,0.47,1000,COA001,"TO技術處
1.COIL LENGTH ON MILL CERT.
2.SHOWING WHOLE ITEMS OF MECHANICAL PORPERTY IS REQUIRED."
2502EFD006/001,PPGL,A792MSSGR550,AZM150,0.5,914,COA001,"TO 技術:
1. COIL LENGTH ON MILL CERT.
2. SHOWING WHOLE ITEMS OF MECHANICHAL PROPERTY IS REQUIRED 
3. BACK COLOR: 12.5 MICRONS (BW73Y)

2024/12/31 * 更改限重 3~5MT - > 2.5~4MT *"
2502EFD007/001,PPGL,A792MSSGR275,AZM150,0.5,1220,COA001,"TO 技術處： 
1. 品證備註欄位請秀 : ORDER THICKNESS IS BMT 
2. MTC SHOW COIL LENGTH 
3. BACK MARK:SYSCO ASTM PPGL-SMP THICKNESS BC AZM150 YS 275 N/MM2, DATE  
TO 原料/技術/生管:
此訂單交期為一月，請協助生產。"
2502EFD007/002,PPGL,A792MSSGR275,AZM150,0.5,1220,COA001,"TO 技術處： 
1. 品證備註欄位請秀 : ORDER THICKNESS IS BMT 
2. MTC SHOW COIL LENGTH 
3. BACK MARK:SYSCO ASTM PPGL-SMP THICKNESS BC AZM150 YS 275 N/MM2, DATE  
TO 原料/技術/生管:
此訂單交期為一月，請協助生產。"
2502EFD003/001,PPGL,A792MSSGR550,AZM150,0.47,914,COA001,"TO 技術處:
SHOW COIL LENGTH ON MILL CERT.
TO 原料/技術/生管: 
交期為一月底，請協助生產."
2502EFD003/002,PPGL,A792MSSGR550,AZM150,0.47,914,COA001,"TO 技術處:
SHOW COIL LENGTH ON MILL CERT.
TO 原料/技術/生管: 
交期為一月底，請協助生產."
2502EFD003/003,PPGL,A792MSSGR550,AZM150,0.47,914,COA001,"TO 技術處:
SHOW COIL LENGTH ON MILL CERT.
TO 原料/技術/生管: 
交期為一月底，請協助生產."
2503EFE001/009,PPGL,A792SSGR33,AZ50,0.381,914,COG001,"Valspar新色，WXR1656-T5，以下訊息擷取自技術處:
1.詢問塗料商後，可搭他社背面漆，可提供十年漆膜完整性保固
2.經與內部討論後，避免有太大之變更，色碼 SRV3T3 (WXR1656) 
  繼續使用，並搭配用途 COG001-屋頂(保證年限)，屆時放行標準會
  針對VALSPAR色碼規範進行特例管制，但此特例僅針對色碼SRV3T3。"
2502EFE026/001,PPGL,A792SSGR80,AZ50,0.381,1035,COG007,"TO技術處
1. THICKNESS TOLERANCE: 0/+0.003""
2. WIDTH TOLERANCE: 0/+4.5MM
3. FLATNESS REQUIREMENT: 10  I-UNIT AIMING AND 12 I-UNIT GUARANTEED"
2501DFD007/001,PPHGL,CGLH490-22,AZ300,2,820,COR013,"1. 厚度目標: 1.95~2.00mm
2. 降伏要大於450以上
3. 產出重量至少需足20噸。
4. [急單]: 交期要在2025/01/20前"
2501DFD046/002,PPSUS,CSUS304-20,-,0.46,914,CIA008,1.0.46mm比重aiming 0.95~0.97kg/尺
2502EFE061/003,PPGL,A792SSGR33,AZ50,0.61,1216,COG003,"TO技術處:
保證1/2 ASTM 厚度公差，平坦度<=12 I-UNIT
END-USE: METAL BUILDING PANEL
品證書上請備註""SMP 40Y BY PAINT SUPPLIER""

請務必加嚴管控避免背面漆溢流現象."
2502EFE034/001,PPGL,A792SSGR33,AZ50,0.381,909,COG007,"TO技術處
1. THICKNESS TOLERANCE: 0/+0.003""
2. WIDTH TOLERANCE: 0/+4.5MM (AIMING)
3. FLATNESS REQUIREMENT: 10  I-UNIT AIMING AND 12 I-UNIT GUARANTEED"
2502EFE035/001,PPGL,A792SSGR33,AZ50,0.381,909,COG003,"TO技術處
1. THICKNESS TOLERANCE: 0/+0.003""
2. WIDTH TOLERANCE: 0/+4.5MM (AIMING)
3. FLATNESS REQUIREMENT: 10  I-UNIT AIMING AND 12 I-UNIT GUARANTEED"
2502EFE037/001,PPGL,A792SSGR33,AZ50,0.381,909,COG003,"TO技術處
1. THICKNESS TOLERANCE: 0/+0.003""
2. WIDTH TOLERANCE: 0/+4.5MM (AIMING)
3. FLATNESS REQUIREMENT: 10  I-UNIT AIMING AND 12 I-UNIT GUARANTEED"
2502EFE038/001,PPGL,A792SSGR33,AZ50,0.381,909,COG007,"TO技術處
1. THICKNESS TOLERANCE: 0/+0.003""
2. WIDTH TOLERANCE: 0/+4.5MM (AIMING)
3. FLATNESS REQUIREMENT: 10  I-UNIT AIMING AND 12 I-UNIT GUARANTEED"
2502EFE039/001,PPGL,A792SSGR33,AZ50,0.381,909,COG003,"TO技術處
1. THICKNESS TOLERANCE: 0/+0.003""
2. WIDTH TOLERANCE: 0/+4.5MM (AIMING)
3. FLATNESS REQUIREMENT: 10  I-UNIT AIMING AND 12 I-UNIT GUARANTEED"
2501DFD043/003,PPGL,CGLC400-20,AZ150,0.52,914,CIA008,"2025/2/4:新增此項次
1.限重4~4.9噸，最後一顆可不依限重
2.0.52每尺比重aiming1.07~1.08kg/尺"
2502EFE048/002,PPGL,A792CSB,AZ50,0.508,1219,COG001,"TO 技術處:
1.THICKNESS CONTROL IS CIRTIAL
2.THICKNESS TOLERANCE IS AIMING 1/2 OF A924 OR BETTER"
2502EFE050/001,PPGL,G01,AZ100,0.51,1219,COA041,"TO TDCC:
 1.標籤上需有MS正式品名。
2.品證需含以下資料:化學成份/實際鍍層量。
3. MTC 備註上""SHOW TCC"""
2501DFD032/001,PPGL,CGLCC-20,AZ150,0.42,914,CIA008,"1.限重4~4.9噸，最後一顆可不依限重(請盡量生產大顆為主)
2.0.42mm比重aiming 0.86~0.87kg/尺"
2501DFD016/001,PPGL,CGLCC-20,AZ150,0.42,914,COA012,特急件！
2501DFD016/002,PPGL,CGLCC-20,AZ150,0.52,914,COA012,特急件！
2501DFD016/003,PPGL,CGLCC-20,AZ150,0.42,914,CIA008,特急件！
2501DFD043/002,PPGL,CGLC400-20,AZ150,0.52,914,CIA008,"1.急件
2.限重4~4.9噸，最後一顆可不依限重
3.0.52每尺比重aiming1.07~1.08kg/尺"
2501AIX002/001,PPGI,CGCC-10,Z12,0.42,914,COA034,"年度提供塗料商對色用底漆板
原料不用配料"
2501AIX003/001,PPGI,A653MCQ,Z120,0.3,930,CIR001,=2502EOE001/001
2501AIX003/002,PPGI,A653MCQ,Z120,0.5,1039,CIR001,=2502EOE001/002
2502EFE057/012,PPGL,A792SSGR80,AZ35,0.361,1038,COA001,2025/04/29*修改用途瑪 變更為COA001*
2503EFE031/001,PPGL,A792SSGR80,AZ50,0.381,1035,COG003,TO技術處1. THICKNESS TOLERANCE: 0/+0.003
2502EFE061/001,PPGL,A792SSGR33,AZ50,0.61,1099,COG007,"TO技術處:
保證1/2 ASTM 厚度公差，平坦度<=12 I-UNIT
END-USE: METAL BUILDING PANEL
品證書上請備註""SMP 40Y BY PAINT SUPPLIER""

請務必加嚴管控避免背面漆溢流現象."
2502EFE061/002,PPGL,A792SSGR33,AZ50,0.61,1099,COG003,"TO技術處:
保證1/2 ASTM 厚度公差，平坦度<=12 I-UNIT
END-USE: METAL BUILDING PANEL
品證書上請備註""SMP 40Y BY PAINT SUPPLIER""

請務必加嚴管控避免背面漆溢流現象."
2502EFE060/002,PPGL,A792SSGR80,AZ50,0.381,1029,COG007,"TO技術處:
保證1/2 ASTM 厚度公差，平坦度<=12 I-UNIT
END-USE: METAL BUILDING PANEL
品證書上請備註""SMP 40Y BY PAINT SUPPLIER""

請務必加嚴管控避免背面漆溢流現象."
2502EFE060/003,PPGL,A792SSGR80,AZ50,0.381,1029,COG003,"TO技術處:
保證1/2 ASTM 厚度公差，平坦度<=12 I-UNIT
END-USE: METAL BUILDING PANEL
品證書上請備註""SMP 40Y BY PAINT SUPPLIER""

請務必加嚴管控避免背面漆溢流現象."
2502EFE060/004,PPGL,A792SSGR80,AZ50,0.381,1029,COG003,"TO技術處:
保證1/2 ASTM 厚度公差，平坦度<=12 I-UNIT
END-USE: METAL BUILDING PANEL
品證書上請備註""SMP 40Y BY PAINT SUPPLIER""

請務必加嚴管控避免背面漆溢流現象."
2501DLD001/002,TPPAL,CALC-20,-,0.6,914,CIR027,"2025/01/09 
1.修改印刷輥號
F04-C1300檜木紋改為F44-C1300柚木紋"
2501DFD039/001,PPSUS,CSUS304-20,-,0.36,914,CIA008,"1.限重4~4.9噸，最後一顆可不依限重。
2.0.36mm比重aiming 0.76~0.78kg/尺"
2501DFD032/002,PPGL,CGLCC-20,AZ150,0.52,914,CIA008,"1.限重4~4.9噸，最後一顆可不依限重(請盡量生產大顆為主)
2.0.52mm比重aiming 1.07~1.08kg/尺"
2501DFD053/002,PPGL,CGLC400-30,AZ150,0.376,914,CIA008,1.限重4-4.9噸，最後一顆可不依限重。
2501DFD030/003,PPGL,CGLC400-20,AZ150,0.52,914,CIA008,"2025/1/13:修改背漆為BW73Y

2025/1/8:新增此項次
1.投入3顆母鋼"
2502DFD032/002,PPGL,CGLC-10,AZ100,0.476,914,CIC034,單捲限重:用戶的天車極限3噸，故每粒鋼捲務必3噸內
2501DCD004/005,PPSUS,CSUS304-20,-,0.46,914,CIA008,由TWZ0887轉入，請勿投產。
2501DCD005/001,PPGL,CGLC400-20,AZ150,0.52,914,CIA008,與上張訂單SC306*80噸一起生產
2501DFD043/001,PPGL,CGLC400-20,AZ150,0.52,914,CIA008,"1.急件
2.限重4~4.9噸，最後一顆可不依限重
3.0.52每尺比重aiming1.07~1.08kg/尺"
2501DMD074/007,,,,,,,"2025/1/24
修改數量為20噸
2025/1/21
項次7
新增數量，60MT-->95MT
2025/1/22
項次7
新增數量，95MT-->130MT"
2501DFD033/001,PPSUS,CSUS304-20,-,0.46,914,CIA008,1.0.46mm比重aiming 0.95~0.97kg/尺
2501DFD033/002,PPSUS,CSUS304-20,-,0.46,914,CIA008,1.0.46mm比重aiming 0.95~0.97kg/尺
2501DFD033/003,PPSUS,CSUS304-20,-,0.46,914,CIA008,1.0.46mm比重aiming 0.95~0.97kg/尺
2501DFD033/004,PPSUS,CSUS304-20,-,0.46,914,CIA008,1.0.46mm比重aiming 0.95~0.97kg/尺
2501DFD033/005,PPSUS,CSUS304-20,-,0.46,914,CIA008,1.0.46mm比重aiming 0.95~0.97kg/尺
2501DFD040/005,PPGL,CGLC400-10,AZ70,0.476,911,CIA006,"1.目標寬度912~914mm
2.單捲限重2.8-3.2噸，最後一顆可不依限重。
3.請生產足量"
2501DFD039/003,PPSUS,CSUS304-20,-,0.36,914,CIA008,"1.限重4~4.9噸，最後一顆可不依限重。
2.0.36mm比重aiming 0.76~0.78kg/尺"
2503EFE008/001,PPGL,A792SSGR80,AZ35,0.368,1038,COG001,"TO 技術處:
AIM TO GAUGE : 1.89-1.92lbs/LF
TARGET :1.90lbs/LF
Notes : Aim 15 I Units or Less, Flush Wound - No Stagger Wind,
No Center Buckle or Oil Canning, Skin Passed, Tension Leveled."
2501DCD009/001,PPSUS,CSUS304-20,-,0.46,914,CIA008,由TWZ0887轉入，請勿投產。
2501DMD074/004,,,,,,,"2025/1/21
項次4
新增數量，14MT-->49MT
2025/1/22
項次4
修改數量，49MT-->44MT"
2501DFD036/001,PPGL,CGLC400-32,AZ170,0.55,914,CIA008,"請於品質證明書備註欄位加註:
1.底材符合CNS15237規範
2.高耐候PVDF產品
煩請挑選小鋼捲投入生產,並提供含DWOM2000小時在內的測試報告"
2501DFD040/002,PPGL,CGLC400-10,AZ70,0.476,911,CIA006,"急件
1.目標寬度912~914mm
2.單捲限重2.8-3.2噸，最後一顆可不依限重。
3.請生產足量"
2501DFD040/003,PPGL,CGLC400-10,AZ70,0.376,911,CIA007,"急件
1.目標寬度912~914mm
2.單捲限重2.8-3.2噸，最後一顆可不依限重。
3.請生產足量"
2501DCD006/001,PPGL,CGLC400-20,AZ150,0.52,914,CIA008,由TWZ0887轉入，請勿投產。
2503DFD031/001,PPGL,CGLC-10,AZ070,0.476,914,CIR030,"1.用戶:啟貿
2.請注意版形、邊波、注意正背面不可板翹
3.請生產足量
4.限重3.8-4.5噸，最後一顆可不依限重"
2501DCD009/003,PPSUS,CSUS304-20,-,0.46,914,CIA008,由TWZ0887轉入，請勿投產。
2501DCD009/004,PPSUS,CSUS304-20,-,0.46,914,CIA008,由TWZ0887轉入，請勿投產。
2501DCD007/001,PPSUS,CSUS304-20,-,0.36,914,CIA008,由TWZ0887轉入，請勿投產。
2501DCD007/002,PPSUS,CSUS304-20,-,0.36,914,CIA008,由TWZ0887轉入，請勿投產。
2503EFE012/004,PPGL,A792SSGR80,AZ50,0.381,1041,COG001,"Valspar，WXR1656-T5，以下訊息擷取自技術處:
1.詢問塗料商後，可搭他社背面漆，可提供十年漆膜完整性保固
2.經與內部討論後，避免有太大之變更，色碼 SRV3T3 (WXR1656)
   繼續使用，並搭配用途 COG001-屋頂(保證年限)，屆時放行標準會
  針對VALSPAR色碼規範進行特例管制，但此特例僅針對色碼SRV3T3。"
2506EFE039/003,PPGL,A792SSGR80,AZ50,0.381,1038,COG003,"TO 技術處:
THICKNESS - (AIM - 2%)"
2506EFE039/004,PPGL,A792SSGR80,AZ50,0.381,1038,COG003,"TO 技術處:
THICKNESS - (AIM - 2%)"
2501DFD046/003,PPSUS,CSUS304-20,-,0.46,914,CIA008,1.0.46mm比重aiming 0.95~0.97kg/尺
2501DFD046/004,PPSUS,CSUS304-20,-,0.36,914,CIA008,1.0.36mm比重aiming 0.76~0.78kg/尺
2501DFD063/002,PPGI,CGC490-20,Z25,0.951,1219,COT001,"1.請注意板型 ︵
2.注意單捲限重及610內徑。
3.注意強度"
2501DFD046/006,PPSUS,CSUS304-20,-,0.36,914,CIA008,1.0.36mm比重aiming 0.76~0.78kg/尺
2501DFD046/001,PPSUS,CSUS304-20,-,0.46,914,CIA008,1.0.46mm比重aiming 0.95~0.97kg/尺
2501DCD009/002,PPSUS,CSUS304-20,-,0.46,914,CIA008,由TWZ0887轉入，請勿投產。
2502DFD005/001,PPGL,CGLC400-20,AZ150,0.45,960,COA010,"1. 直立式木架包裝。
2. 請依軋延率≧82%的規則採買熱軋。
3. 客戶表示因用戶端的大天車裁撤，因此必須降低最
    大限重；客戶拜託我們能否把最後一顆分切鋼捲，若是超過3.2噸，
     再次分切成2顆1噸多的小鋼捲，重量低於訂單限重客戶也願意
     一級品接受。"
2501DFD053/001,PPGL,CGLC400-30,AZ150,0.326,914,CIA008,1.限重4-4.9噸，最後一顆可不依限重。
2502DMD008/014,,,,,,,"2025/2/25 Revised
項次14
修改數量90噸→130噸"
2502DFD005/002,PPGL,CGLC400-20,AZ150,0.45,960,COA010,"1. 直立式木架包裝。
2. 請依軋延率≧82%的規則採買熱軋。
3. 客戶表示因用戶端的大天車裁撤，因此必須降低最
    大限重；客戶拜託我們能否把最後一顆分切鋼捲，若是超過3.2噸，
     再次分切成2顆1噸多的小鋼捲，重量低於訂單限重客戶也願意
     一級品接受。"
2503EFE014/003,PPGL,A792SSGR80,AZ50,0.483,1092,COG003,"TO 技術處:
THICKNESS - (AIM - 2%) PRODUCTION
2025/03/03 * 修改訂單，此項次不生產，改下到2503EFE053*"
2502DCD002/001,PPGL,CGLC400-20,AZ150,0.52,914,CIA008,"2025/02/13 Revised 
1. 數量修改，60噸 → 30噸。"
2502DCD002/002,PPGL,CGLC400-20,AZ150,0.52,914,CIA008,"2025/02/13 Revised 
1. 數量修改，150噸 → 120噸。"
2501DMD074/001,,,,,,,"2025/1/21
項次1
新增數量，28MT-->46MT
2025/1/22
項次1
新增數量，46MT-->55MT"
2501DMD074/002,,,,,,,"2025/1/24
修改數量為180噸

2025/1/21
項次2
新增數量，56MT-->176MT
2025/1/22
項次2
新增數量，176MT-->211MT"
2501DMD074/009,,,,,,,"2025/1/24
修改數量為100噸"
2501DMD074/010,,,,,,,"2025/1/24
修改數量為110噸
2025/1/22
項次10
新增數量，100MT-->127MT"
2501DMD074/013,,,,,,,"2025/1/24
修改數量為88噸
2025/1/21
項次13
新增數量，80MT-->98MT"
2501DMD074/016,,,,,,,"2025/1/22
項次16
新增數量，50MT-->68MT"
2503EFE011/001,PPGI,CGCC-10,Z08,0.8,1219,COA006,"TO 技術處 & RD:
此為文化越南烤漆捲門訂單，
生產時請務必確保漆面不得出現塗裝繩紋及正面漆光澤度為45%。"
2509DFD020/001,PPGL,A792MSSGR550,AZM250,0.6,1219,CHA081,"急單
工程案名：台塑麥寮翻修案
1. 需求量：26噸(±5%)
2. 此單有指定熱軋，請冷軋技術課挑選符合此訂單的限制條件的熱軋鋼捲。
3. 台塑經確認對單位重量有要求，需至少大於4.5731kg/m2，冷軋底材厚度設定為0.57mm，此單厚度變異設定為+5.6%；目前設定此厚度的比重約為4.7252kg/m2。
4. 此單請會簽至R&D，並於生產時知會吳昭瑢處長。
5. 修補漆*1"
2509DMD002/013,,,,,,,"2025/09/11 Revised 
修改計價碼  Q--> N"
2509DMD002/007,,,,,,,"2025/09/11 Revised 
修改計價碼  Q--> N"
2509DMD002/014,,,,,,,"2025/09/11 Revised 
修改計價碼  Q--> N"
2509EFE021/005,PPGL,A792SSGR80,AZ50,0.361,1038,COG001,PE PAINT WITH 15-YEAR WARRANTY
2509EFE021/003,PPGL,A792SSGR80,AZ50,0.457,1092,COG001,PE PAINT WITH 15-YEAR WARRANTY
2509EFE021/004,PPGL,A792SSGR80,AZ50,0.361,1038,COG001,PE PAINT WITH 15-YEAR WARRANTY
2509EFE021/006,PPGL,A792SSGR80,AZ50,0.361,1038,COG001,PE PAINT WITH 15-YEAR WARRANTY
2509EFE021/007,PPGL,A792SSGR80,AZ50,0.361,1038,COG001,PE PAINT WITH 15-YEAR WARRANTY
2509EFE021/008,PPGL,A792SSGR80,AZ50,0.361,1038,COG001,PE PAINT WITH 15-YEAR WARRANTY
2509DFD021/001,PPGL,CGLC400-20,AZ150,0.52,914,CIA008,"1.三顆母鋼分配兩個顏色
急件"
2509EFE023/002,PPGL,A792MSSGR275,AZM150,0.47,914,COA010,"TO技術處 : 
THICKNESS TOLERANCE AS PER 1/2 ASTM STANDARD 
*項次二為急單，請優先安排生產及出貨*"
2509EFE023/003,PPGL,A792MSSGR275,AZM150,0.47,914,COA010,"TO技術處 : 
THICKNESS TOLERANCE AS PER 1/2 ASTM STANDARD"
2509EFE022/001,PPGL,A792MSSGR275,AZM150,0.47,914,COA010,"TO技術處 : 
THICKNESS TOLERANCE AS PER 1/2 ASTM STANDARD 
*項次一~四為急單，請優先安排生產及出貨*"
2509DMD002/008,,,,,,,"2025/09/11 Revised 
修改計價碼  Q--> N"
2509DMD002/009,,,,,,,"2025/09/11 Revised 
修改計價碼  Q--> N"
