CONK,cust_num,cust_num_name,Trader,Trader_name,buyer_cust,buyer_cust_name,A6SNO,STAND,SPEC,GAOF,OGAG,OWID,ZINC,CTTY,A5ANNE,A1SPLY,A1MTRL,A1STHR,A1GAG,A1WID,A3GAG,A7SNO,COLOT,PGAOT,COLOB,PGABT,USAGE,DEC2,OPCD,DEC6,BORE,SLEEV,BMAK,PCOD,GRNTE,WLOW,WUP
2502BIX008/001,TWZ0999,國內業務處-大色未分配,TWZ0999,國內業務處-大色未分配,TWZ0999,國內業務處-大色未分配,PL05150,CNS,CGLCC-20,-1.4,0.52,914.0,AZ150,AC,S1,CH,SAE1008,SAE1008,2.2,924.0,0.476,3B39Q4L4,3B39Q4,25,BW7362,NOM,COA001,屋頂,-,無選配,508,R,C844,D2,-,3.0,5.0
2502BIX014/001,TWZ0999,國內業務處-大色未分配,TWZ0999,國內業務處-大色未分配,TWZ0999,國內業務處-大色未分配,PL05148,CNS,CGLCC-20,-1.4,0.52,914.0,AZ150,AC,S1,CH,SAE1008,SAE1008,2.2,924.0,0.476,RWB372YB,RWB372,25,BW73N2,NOM,CIA008,戶外壁板,ON006,戶外壁板,508,S,C844,D2,-,3.0,5.0
2502BIX014/002,TWZ0999,國內業務處-大色未分配,TWZ0999,國內業務處-大色未分配,TWZ0999,國內業務處-大色未分配,PL05147,CNS,CGLCC-20,-1.2,0.42,914.0,AZ150,AC,S1,CSC,1008C,SAE1008,2.1,924.0,0.377,RWB372YB,RWB372,25,BW73N2,NOM,CIA008,戶外壁板,ON006,無選配,508,S,C844,D2,-,3.0,5.0
2502BIX015/001,TWZ0999,國內業務處-大色未分配,TWZ0999,國內業務處-大色未分配,TWZ0999,國內業務處-大色未分配,PL05148,CNS,CGLCC-20,-1.4,0.52,914.0,AZ150,AC,S1,CH,SAE1008,SAE1008,2.2,924.0,0.476,RYB172Y6,RYB172,25,BW73N2,NOM,CIA008,戶外壁板,ON006,戶外壁板,508,S,C844,D2,-,3.0,5.0
2502BIX001/001,TWZ0999,國內業務處-大色未分配,TWZ0999,國內業務處-大色未分配,TWZ0999,國內業務處-大色未分配,PL05150,CNS,CGLCC-20,-1.4,0.52,914.0,AZ150,AC,S1,CH,SAE1008,SAE1008,2.2,924.0,0.476,1C46Q1L4,1C46Q1,25,BW7362,NOM,COA001,屋頂,-,無選配,508,R,C844,D2,-,3.0,5.0
2502BIX001/002,TWZ0999,國內業務處-大色未分配,TWZ0999,國內業務處-大色未分配,TWZ0999,國內業務處-大色未分配,PL05149,CNS,CGLCC-20,-1.2,0.42,914.0,AZ150,AC,S1,CSC,1008C,SAE1008,2.1,924.0,0.377,1C46Q1L4,1C46Q1,25,BW7362,NOM,COA001,屋頂,-,無選配,508,R,C844,D2,-,3.0,5.0
2502BIX002/001,TWZ0999,國內業務處-大色未分配,TWZ0999,國內業務處-大色未分配,TWZ0999,國內業務處-大色未分配,PL05150,CNS,CGLCC-20,-1.4,0.52,914.0,AZ150,AC,S1,CH,SAE1008,SAE1008,2.2,924.0,0.476,1G38Q4L4,1G38Q4,25,BW7362,NOM,COA001,屋頂,-,無選配,508,R,C844,D2,-,3.0,5.0
2502BIX002/002,TWZ0999,國內業務處-大色未分配,TWZ0999,國內業務處-大色未分配,TWZ0999,國內業務處-大色未分配,PL05149,CNS,CGLCC-20,-1.2,0.42,914.0,AZ150,AC,S1,CSC,1008C,SAE1008,2.1,924.0,0.377,1G38Q4L4,1G38Q4,25,BW7362,NOM,COA001,屋頂,-,無選配,508,R,C844,D2,-,3.0,5.0
2501DFD045/001,TWM0004,立宏鋼鐵股份有限公司,TWM0004,立宏鋼鐵股份有限公司,TWM0004,立宏鋼鐵股份有限公司,PS00047,SYSCO,CSUS304-20,0,0.36,914.0,-,BC,S1,YU,SUS304,SUS304,0.36,914.0,0.36,1C4601Y2,1C4601,25,BW73Y2,12.5,CIA008,戶外壁板,-,無選配,508,P,C989,A3,-,3.0,5.0
2502BIX006/001,TWZ0999,國內業務處-大色未分配,TWZ0999,國內業務處-大色未分配,TWZ0999,國內業務處-大色未分配,PL05151,CNS,CGLCC-20,-1.4,0.52,914.0,AZ150,AC,S1,CH,SAE1008,SAE1008,2.2,924.0,0.476,RYF892Y1,RYF892,25,BW73N2,NOM,COA012,琉璃瓦形浪板,OR002,無選配,508,S,C844,D2,-,3.0,5.0
2502BIX010/001,TWZ0999,國內業務處-大色未分配,TWZ0999,國內業務處-大色未分配,TWZ0999,國內業務處-大色未分配,PL05150,CNS,CGLCC-20,-1.4,0.52,914.0,AZ150,AC,S1,CH,SAE1008,SAE1008,2.2,924.0,0.476,3R24Q7L4,3R24Q7,25,BW7362,NOM,COA001,屋頂,-,無選配,508,R,C844,D2,-,3.0,5.0
2502BIX010/002,TWZ0999,國內業務處-大色未分配,TWZ0999,國內業務處-大色未分配,TWZ0999,國內業務處-大色未分配,PL05149,CNS,CGLCC-20,-1.2,0.42,914.0,AZ150,AC,S1,CSC,1008C,SAE1008,2.1,924.0,0.377,3R24Q7L4,3R24Q7,25,BW7362,NOM,COA001,屋頂,-,無選配,508,R,C844,D2,-,3.0,5.0
2502BIX011/001,TWZ0999,國內業務處-大色未分配,TWZ0999,國內業務處-大色未分配,TWZ0999,國內業務處-大色未分配,PL05149,CNS,CGLCC-20,-1.2,0.42,914.0,AZ150,AC,S1,CSC,1008C,SAE1008,2.1,924.0,0.377,1C34Q2L4,1C34Q2,25,BW7362,NOM,COA001,屋頂,-,無選配,508,R,C844,D2,-,3.0,5.0
2502BIX011/002,TWZ0999,國內業務處-大色未分配,TWZ0999,國內業務處-大色未分配,TWZ0999,國內業務處-大色未分配,PL05150,CNS,CGLCC-20,-1.4,0.52,914.0,AZ150,AC,S1,CH,SAE1008,SAE1008,2.2,924.0,0.476,1C34Q2L4,1C34Q2,25,BW7362,NOM,COA001,屋頂,-,無選配,508,R,C844,D2,-,3.0,5.0
2501DFD013/001,TWM0028,旭台浪板股份有限公司,TWM0028,旭台浪板股份有限公司,TWM0028,旭台浪板股份有限公司,PL06391,SYSCO,CGLC-10,0,0.376,860.0,AZ100,AC,S1,CSC,SAE1008,SAE1008,2.0,870.0,0.351,1W0862L4,1W0862,NOM,BW7362,NOM,COR004,屋頂背板,-,無選配,508,N,C008,D4,-,3.0,5.0
2501DFD014/001,TWS0178,弘曄金屬工業有限公司,TWS0178,弘曄金屬工業有限公司,TWS0178,弘曄金屬工業有限公司,PL06239,CNS,CGLCC-20,0,0.326,1010.0,AZ150,BC,S1,CH,SAE1008,SAE1008,2.2,1020.0,0.329,RYB172Y6,RYB172,25,BW73N2,NOM,CIA008,戶外壁板,ON006,戶外壁板,508,S,C844,D2,-,3.0,5.0
2501DFD014/003,TWS0178,弘曄金屬工業有限公司,TWS0178,弘曄金屬工業有限公司,TWS0178,弘曄金屬工業有限公司,PL05609,CNS,CGLC570-10,0,0.2,1230.0,AZ50,BC,H2,CSC,1008C,SAE1008,2.0,1245.0,0.2,1W0862L4,1W0862,NOM,BW7362,NOM,COR007,壁板背板,ON015,無選配,508,P,C817,D2,-,3.0,5.0
2501DFD016/001,TWS0026,益大鋼鐵股份有限公司,TWS0026,益大鋼鐵股份有限公司,TWS0026,益大鋼鐵股份有限公司,PL05152,CNS,CGLCC-20,-1.2,0.42,914.0,AZ150,AC,S1,CH,SAE1008,SAE1008,2.2,924.0,0.377,RYB892Y2,RYB892,25,BW73N2,NOM,COA012,琉璃瓦形浪板,OR002,無選配,508,S,C844,D2,-,3.0,5.0
2501DFD016/002,TWS0026,益大鋼鐵股份有限公司,TWS0026,益大鋼鐵股份有限公司,TWS0026,益大鋼鐵股份有限公司,PL05151,CNS,CGLCC-20,-1.4,0.52,914.0,AZ150,AC,S1,CH,SAE1008,SAE1008,2.2,924.0,0.476,RYB892Y2,RYB892,25,BW73N2,NOM,COA012,琉璃瓦形浪板,OR002,無選配,508,S,C844,D2,-,3.0,5.0
2501DFD016/003,TWS0026,益大鋼鐵股份有限公司,TWS0026,益大鋼鐵股份有限公司,TWS0026,益大鋼鐵股份有限公司,PL05147,CNS,CGLCC-20,-1.2,0.42,914.0,AZ150,AC,S1,CH,SAE1008,SAE1008,2.2,924.0,0.377,1V2561P1,1V2561,NOM,BW7362,NOM,CIA008,戶外壁板,ON006,無選配,508,R,C811,D2,-,3.0,5.0
2501DFD043/002,TWS0008,亞喬企業股份有限公司,TWS0008,亞喬企業股份有限公司,TWS0008,亞喬企業股份有限公司,PL05363,CNS,CGLC400-20,-1.4,0.52,914.0,AZ150,AC,S1,CH,SAE1012,SAE1012,2.02,925.0,0.476,SY9262Y1,SY9262,25,BW73Y2,12.5,CIA008,戶外壁板,ON006,無選配,508,R,C814,D2,-,4.0,4.9
2501AIX002/001,TWZ0888,國內業務處-現場無主鋼捲入庫用,TWZ0888,國內業務處-現場無主鋼捲入庫用,TWZ0888,國內業務處-現場無主鋼捲入庫用,PG04284,SYSCO,CGCC-10,-11.6,0.42,914.0,Z12,AC,S1,CSC,1008C,SAE1008,2.1,924.0,0.359,1PU114W1,1PU114,NOM,BE001S,NOM,COA034,大宗浪板（國內）,ON021,大宗浪板（國內）,508,N,S000,N1,-,1.0,3.0
2501AIX003/001,AU00017,RONDO,AU00071,MACSTEELINTERNATIONALAUSTRALIAPTYLTD,AU00017,RONDO,PG04538,ASTM,A653MCQ,0,0.3,930.0,Z120,BC,S1,CH,SAE1008,SAE1008,2.2,950.0,0.303,LWB4A2W1,LWB4A2,25,BBF4K2,NOM,CIR001,輕鋼架押條,OL004,無選配,508,S,S000,D9,-,4.2,7.0
2501EFE064/001,US00505,TATAINTERNATIONAL(USA),US00505,TATAINTERNATIONAL(USA),US00022,NORTHWESTMETALS,PL03943,ASTM,A792SSGR80,0,0.483,1092.0,AZ50,AC,H2,MARU,1008LAK,SAE1008,2.01,1102.0,0.441,SBT694Y1,SBT694,25,BW4CY2,12.5,COG003,超耐候屋頂(保證年限),ON007,無選配,508,P,S000,E0,-,2.73,4.53
2501EFE065/001,US00505,TATAINTERNATIONAL(USA),US00505,TATAINTERNATIONAL(USA),US00022,NORTHWESTMETALS,PL03943,ASTM,A792SSGR80,0,0.483,1092.0,AZ50,AC,H2,MARU,1008LAK,SAE1008,2.01,1102.0,0.441,SBG472Y1,SBG472,25,BW4CY2,12.5,COG003,超耐候屋頂(保證年限),ON007,無選配,508,P,S000,E0,-,2.73,4.53
2501EFE064/003,US00505,TATAINTERNATIONAL(USA),US00505,TATAINTERNATIONAL(USA),US00022,NORTHWESTMETALS,PL03943,ASTM,A792SSGR80,0,0.483,1092.0,AZ50,AC,H2,MARU,1008LAK,SAE1008,2.01,1102.0,0.441,SBG472Y1,SBG472,25,BW4CY2,12.5,COG003,超耐候屋頂(保證年限),ON007,無選配,508,P,S000,E0,-,2.73,4.53
2502EFE062/002,CA00002,WESTFORMMETALINC.,CA00030,AMALGAMATEDTRADINGLTD.,CA00002,WESTFORMMETALINC.,PL03858,ASTM,A792SSGR80,0,0.381,1041.0,AZ50,AC,H2,CH,SAE1008,SAE1008,2.2,1051.0,0.339,SYT9P4Y1,SYT9P4,25,BW73Z2,NOM,COG007,超保固屋頂(保證年限),ON007,超耐候屋頂,508,P,S000,E0,-,3.0,4.5
2502EFE062/003,CA00002,WESTFORMMETALINC.,CA00030,AMALGAMATEDTRADINGLTD.,CA00002,WESTFORMMETALINC.,PL03858,ASTM,A792SSGR80,0,0.381,1041.0,AZ50,AC,H2,CH,SAE1008,SAE1008,2.2,1051.0,0.339,SYH462Y1,SYH462,25,BW73Z2,NOM,COG003,超耐候屋頂(保證年限),ON007,無選配,508,P,S000,E0,-,3.0,4.5
2502EFE062/004,CA00002,WESTFORMMETALINC.,CA00030,AMALGAMATEDTRADINGLTD.,CA00002,WESTFORMMETALINC.,PL03858,ASTM,A792SSGR80,0,0.381,1041.0,AZ50,AC,H2,CH,SAE1008,SAE1008,2.2,1051.0,0.339,SBH874Y1,SBH874,25,BW73Z2,NOM,COG003,超耐候屋頂(保證年限),ON007,無選配,508,P,S000,E0,-,3.0,4.5
2503EFE012/003,CA00002,WESTFORMMETALINC.,CA00030,AMALGAMATEDTRADINGLTD.,CA00002,WESTFORMMETALINC.,PL03858,ASTM,A792SSGR80,0,0.381,1041.0,AZ50,AC,H2,CH,SAE1008,SAE1008,2.2,1051.0,0.339,SBH7N4Y1,SBH7N4,25,BW73Z2,NOM,COG007,超保固屋頂(保證年限),ON007,無選配,508,P,S000,E0,-,3.0,4.5
2502EFE057/004,US00516,OPTIMASTEELINT'LLLC(VIAUSGT),US00516,OPTIMASTEELINT'LLLC(VIAUSGT),US00567,"STEELBUILDINGS&STRUCTURES,INC",PL06449,ASTM,A792SSGR80,0,0.361,1038.0,AZ35,MIN,H2,CSC,SAE1008,SAE1008,2.0,1051.0,0.348,6G81T2Y3,6G81T2,25,BW4CY2,12.5,COG001,屋頂(保證年限),-,無選配,508,N,S000,E0,-,3.62,4.54
2502EFE057/005,US00516,OPTIMASTEELINT'LLLC(VIAUSGT),US00516,OPTIMASTEELINT'LLLC(VIAUSGT),US00567,"STEELBUILDINGS&STRUCTURES,INC",PL06449,ASTM,A792SSGR80,0,0.361,1038.0,AZ35,MIN,H2,CSC,SAE1008,SAE1008,2.0,1051.0,0.348,4R65T4Y1,4R65T4,25,BW4CY2,12.5,COG001,屋頂(保證年限),-,無選配,508,N,S000,E0,-,3.62,4.54
2502EFE058/003,US00516,OPTIMASTEELINT'LLLC(VIAUSGT),US00516,OPTIMASTEELINT'LLLC(VIAUSGT),US00566,SAFEGUARDMETALBUILDINGS,PL06449,ASTM,A792SSGR80,0,0.361,1038.0,AZ35,MIN,H2,CSC,SAE1008,SAE1008,2.0,1051.0,0.348,6G81T2Y3,6G81T2,25,BW4CY2,12.5,COG001,屋頂(保證年限),-,無選配,508,N,S000,E0,-,3.17,4.54
2502EFE058/004,US00516,OPTIMASTEELINT'LLLC(VIAUSGT),US00516,OPTIMASTEELINT'LLLC(VIAUSGT),US00566,SAFEGUARDMETALBUILDINGS,PL06449,ASTM,A792SSGR80,0,0.361,1038.0,AZ35,MIN,H2,CSC,SAE1008,SAE1008,2.0,1051.0,0.348,6C36T7Y1,6C36T7,25,BW4CY2,12.5,COG001,屋頂(保證年限),-,無選配,508,N,S000,E0,-,3.17,4.54
2502EFE057/010,US00516,OPTIMASTEELINT'LLLC(VIAUSGT),US00516,OPTIMASTEELINT'LLLC(VIAUSGT),US00567,"STEELBUILDINGS&STRUCTURES,INC",PL06449,ASTM,A792SSGR80,0,0.361,1038.0,AZ35,MIN,H2,CSC,SAE1008,SAE1008,2.0,1051.0,0.348,3Y69T2Y1,3Y69T2,25,BW4CY2,12.5,COG001,屋頂(保證年限),-,無選配,508,N,S000,E0,-,3.62,4.54
2501AIX003/002,AU00017,RONDO,AU00071,MACSTEELINTERNATIONALAUSTRALIAPTYLTD,AU00017,RONDO,PG04539,ASTM,A653MCQ,0,0.5,1039.0,Z120,BC,S1,CSC,1008C,SAE1008,2.01,1051.0,0.505,LWB4A2W1,LWB4A2,25,BBF4K2,NOM,CIR001,輕鋼架押條,OL004,T-BAR,508,S,S000,D9,-,1.5,7.0
2502EFE057/006,US00516,OPTIMASTEELINT'LLLC(VIAUSGT),US00516,OPTIMASTEELINT'LLLC(VIAUSGT),US00567,"STEELBUILDINGS&STRUCTURES,INC",PL06449,ASTM,A792SSGR80,0,0.361,1038.0,AZ35,MIN,H2,CSC,SAE1008,SAE1008,2.0,1051.0,0.348,5C42T2Y1,5C42T2,25,BW4CY2,12.5,COG001,屋頂(保證年限),-,無選配,508,N,S000,E0,-,3.62,4.54
2502EFE058/001,US00516,OPTIMASTEELINT'LLLC(VIAUSGT),US00516,OPTIMASTEELINT'LLLC(VIAUSGT),US00566,SAFEGUARDMETALBUILDINGS,PL06449,ASTM,A792SSGR80,0,0.361,1038.0,AZ35,MIN,H2,CSC,SAE1008,SAE1008,2.0,1051.0,0.348,5W17T2Y1,5W17T2,25,BW4CY2,12.5,COG001,屋頂(保證年限),-,無選配,508,N,S000,E0,-,3.17,4.54
2502EFE057/001,US00516,OPTIMASTEELINT'LLLC(VIAUSGT),US00516,OPTIMASTEELINT'LLLC(VIAUSGT),US00567,"STEELBUILDINGS&STRUCTURES,INC",PL06449,ASTM,A792SSGR80,0,0.361,1038.0,AZ35,MIN,H2,CSC,SAE1008,SAE1008,2.0,1051.0,0.348,5W17T2Y1,5W17T2,25,BW4CY2,12.5,COG001,屋頂(保證年限),-,無選配,508,N,S000,E0,-,3.62,4.54
2502EFE057/002,US00516,OPTIMASTEELINT'LLLC(VIAUSGT),US00516,OPTIMASTEELINT'LLLC(VIAUSGT),US00567,"STEELBUILDINGS&STRUCTURES,INC",PL06449,ASTM,A792SSGR80,0,0.361,1038.0,AZ35,MIN,H2,CSC,SAE1008,SAE1008,2.0,1051.0,0.348,6C25T4Y1,6C25T4,25,BW4CY2,12.5,COG001,屋頂(保證年限),-,無選配,508,N,S000,E0,-,3.62,4.54
2502EFE057/003,US00516,OPTIMASTEELINT'LLLC(VIAUSGT),US00516,OPTIMASTEELINT'LLLC(VIAUSGT),US00567,"STEELBUILDINGS&STRUCTURES,INC",PL06449,ASTM,A792SSGR80,0,0.361,1038.0,AZ35,MIN,H2,CSC,SAE1008,SAE1008,2.0,1051.0,0.348,4Y51T4Y1,4Y51T4,25,BW4CY2,12.5,COG001,屋頂(保證年限),-,無選配,508,N,S000,E0,-,3.62,4.54
2504DCD012/001,TWM0023,喬利鋼鐵工業股份有限公司,TWM0023,喬利鋼鐵工業股份有限公司,TWM0023,喬利鋼鐵工業股份有限公司,PL06480,ASTM,A792MSSGR550,-1.2,0.42,914.0,AZM100,AC,H2,CSC,SAE1008,SAE1008,2.0,924.0,0.387,5W1264L1,5W1264,NOM,BW73Y2,12.5,CIA008,戶外壁板,ON006,無選配,508,R,C062,D2,-,3.0,5.0
2502EFE057/008,US00516,OPTIMASTEELINT'LLLC(VIAUSGT),US00516,OPTIMASTEELINT'LLLC(VIAUSGT),US00567,"STEELBUILDINGS&STRUCTURES,INC",PL06449,ASTM,A792SSGR80,0,0.361,1038.0,AZ35,MIN,H2,CSC,SAE1008,SAE1008,2.0,1051.0,0.348,8B71T4Y1,8B71T4,25,BW4CY2,12.5,COG001,屋頂(保證年限),-,無選配,508,N,S000,E0,-,3.62,4.54
2502EFE057/009,US00516,OPTIMASTEELINT'LLLC(VIAUSGT),US00516,OPTIMASTEELINT'LLLC(VIAUSGT),US00567,"STEELBUILDINGS&STRUCTURES,INC",PL06449,ASTM,A792SSGR80,0,0.361,1038.0,AZ35,MIN,H2,CSC,SAE1008,SAE1008,2.0,1051.0,0.348,3B35T2Y2,3B35T2,25,BW4GY2,12.5,COG001,屋頂(保證年限),-,無選配,508,N,S000,E0,-,3.62,4.54
2502EFE058/002,US00516,OPTIMASTEELINT'LLLC(VIAUSGT),US00516,OPTIMASTEELINT'LLLC(VIAUSGT),US00566,SAFEGUARDMETALBUILDINGS,PL06449,ASTM,A792SSGR80,0,0.361,1038.0,AZ35,MIN,H2,CSC,SAE1008,SAE1008,2.0,1051.0,0.348,4Y51T4Y1,4Y51T4,25,BW4CY2,12.5,COG001,屋頂(保證年限),-,無選配,508,N,S000,E0,-,3.17,4.54
2502EFE057/012,US00516,OPTIMASTEELINT'LLLC(VIAUSGT),US00516,OPTIMASTEELINT'LLLC(VIAUSGT),US00567,"STEELBUILDINGS&STRUCTURES,INC",PL06449,ASTM,A792SSGR80,0,0.361,1038.0,AZ35,MIN,H2,CSC,SAE1008,SAE1008,2.0,1051.0,0.348,5R7204Y1,5R7204,25,BW4CY2,12.5,COA001,屋頂,-,無選配,508,N,S000,E0,-,3.62,4.54
2502EFE057/013,US00516,OPTIMASTEELINT'LLLC(VIAUSGT),US00516,OPTIMASTEELINT'LLLC(VIAUSGT),US00567,"STEELBUILDINGS&STRUCTURES,INC",PL06449,ASTM,A792SSGR80,0,0.361,1038.0,AZ35,MIN,H2,CSC,SAE1008,SAE1008,2.0,1051.0,0.348,4L41T4Y1,4L41T4,25,BW4CY2,12.5,COG001,屋頂(保證年限),-,無選配,508,N,S000,E0,-,3.62,4.54
2502EFE058/008,US00516,OPTIMASTEELINT'LLLC(VIAUSGT),US00516,OPTIMASTEELINT'LLLC(VIAUSGT),US00566,SAFEGUARDMETALBUILDINGS,PL06449,ASTM,A792SSGR80,0,0.361,1038.0,AZ35,MIN,H2,CSC,1008C,SAE1008,2.01,1051.0,0.348,7Y91T4Y2,7Y91T4,25,BW4CY2,12.5,COG001,屋頂(保證年限),-,無選配,508,N,S000,E0,-,3.17,4.54
2502EFE058/005,US00516,OPTIMASTEELINT'LLLC(VIAUSGT),US00516,OPTIMASTEELINT'LLLC(VIAUSGT),US00566,SAFEGUARDMETALBUILDINGS,PL06449,ASTM,A792SSGR80,0,0.361,1038.0,AZ35,MIN,H2,CSC,1008C,SAE1008,2.01,1051.0,0.348,8B71T4Y1,8B71T4,25,BW4CY2,12.5,COG001,屋頂(保證年限),-,無選配,508,N,S000,E0,-,3.17,4.54
2502EFE058/006,US00516,OPTIMASTEELINT'LLLC(VIAUSGT),US00516,OPTIMASTEELINT'LLLC(VIAUSGT),US00566,SAFEGUARDMETALBUILDINGS,PL06449,ASTM,A792SSGR80,0,0.361,1038.0,AZ35,MIN,H2,CSC,1008C,SAE1008,2.01,1051.0,0.348,3B35T2Y2,3B35T2,25,BW4GY2,12.5,COG001,屋頂(保證年限),-,無選配,508,N,S000,E0,-,3.17,4.54
2502EFE058/007,US00516,OPTIMASTEELINT'LLLC(VIAUSGT),US00516,OPTIMASTEELINT'LLLC(VIAUSGT),US00566,SAFEGUARDMETALBUILDINGS,PL06449,ASTM,A792SSGR80,0,0.361,1038.0,AZ35,MIN,H2,CSC,1008C,SAE1008,2.01,1051.0,0.348,3Y69T2Y1,3Y69T2,25,BW4CY2,12.5,COG001,屋頂(保證年限),-,無選配,508,N,S000,E0,-,3.17,4.54
2503EFE031/001,JP00007,台灣三井物產股份有限公司,JP00007,台灣三井物產股份有限公司,CA00051,VICWESTBC,PL06096,ASTM,A792SSGR80,0,0.381,1035.0,AZ50,MIN,H2,CSC,1008C,SAE1008,2.01,1051.0,0.358,SWS6Y4Y2,SWS6Y4,25,BW73Z2,NOM,COG003,超耐候屋頂(保證年限),ON007,無選配,508,P,C071,E0,-,2.0,4.54
2502EFE061/001,US00170,WESTMANSTEEL,JP00004,台灣住友商事股份有限公司,US00170,WESTMANSTEEL,PL05889,ASTM,A792SSGR33,0,0.61,1099.0,AZ50,AC,S1,CH,SAE1008,SAE1008,2.2,1110.0,0.574,SGT7Q4Y1,SGT7Q4,25,BW73Z2,NOM,COG007,超保固屋頂(保證年限),ON007,超耐候屋頂,508,P,S000,E0,-,2.5,4.5
2502EFE061/002,US00170,WESTMANSTEEL,JP00004,台灣住友商事股份有限公司,US00170,WESTMANSTEEL,PL05889,ASTM,A792SSGR33,0,0.61,1099.0,AZ50,AC,S1,CH,SAE1008,SAE1008,2.2,1110.0,0.574,SWS2Z2Y1,SWS2Z2,25,BW73Z2,NOM,COG003,超耐候屋頂(保證年限),ON007,超耐候屋頂,508,P,S000,E0,-,2.5,4.5
2502EFE060/002,US00170,WESTMANSTEEL,JP00004,台灣住友商事股份有限公司,US00170,WESTMANSTEEL,PL04311,ASTM,A792SSGR80,0,0.381,1029.0,AZ50,AC,H2,MARU,1008LAK,SAE1008,2.01,1051.0,0.339,SYT9P4Y1,SYT9P4,25,BW73Z2,NOM,COG007,超保固屋頂(保證年限),ON007,超耐候屋頂,508,P,S000,E0,-,2.5,4.5
2502EFE060/003,US00170,WESTMANSTEEL,JP00004,台灣住友商事股份有限公司,US00170,WESTMANSTEEL,PL04311,ASTM,A792SSGR80,0,0.381,1029.0,AZ50,AC,H2,MARU,1008LAK,SAE1008,2.01,1051.0,0.339,SBH5Y4Y2,SBH5Y4,25,BW73Z2,NOM,COG003,超耐候屋頂(保證年限),ON007,超耐候屋頂,508,P,S000,E0,-,2.5,4.5
2502EFE060/004,US00170,WESTMANSTEEL,JP00004,台灣住友商事股份有限公司,US00170,WESTMANSTEEL,PL04311,ASTM,A792SSGR80,0,0.381,1029.0,AZ50,AC,H2,MARU,1008LAK,SAE1008,2.01,1051.0,0.339,SWH392Y1,SWH392,25,BW73Z2,NOM,COG003,超耐候屋頂(保證年限),ON007,超耐候屋頂,508,P,S000,E0,-,2.5,4.5
2501DFD030/001,TWZ0887,國內業務處,TWZ0887,國內業務處,TWZ0887,國內業務處,PL05363,CNS,CGLC400-20,-1.4,0.52,914.0,AZ150,AC,S1,CH,SAE1012,SAE1012,2.02,925.0,0.476,SY3562Y3,SY3562,25,BW73Y2,12.5,CIA008,戶外壁板,ON006,無選配,508,R,C814,D2,-,3.0,5.0
2501DLD001/003,TWS0112,和桑貿易股份有限公司,TWS0112,和桑貿易股份有限公司,TWS0112,和桑貿易股份有限公司,TP00009,SYSCO,CALC-20,0,0.5,1232.0,-,BC,S1,CSA,SALC,SALC,0.5,1232.0,0.5,NBW39SY1,NBW39S,NOM,BY60T2,NOM,CIR027,印刷室內天花板,ON008,印刷戶外壁板,508,S,S000,D2,-,1.5,2.0
2501DLD001/001,TWS0112,和桑貿易股份有限公司,TWS0112,和桑貿易股份有限公司,TWS0112,和桑貿易股份有限公司,TP00013,SYSCO,CALC-20,0,0.5,914.0,-,BC,S1,CSA,SALC,SALC,0.5,914.0,0.5,NBW86SY1,NBW86S,NOM,BY60T2,NOM,CIR027,印刷室內天花板,-,無選配,508,S,S000,D2,-,1.5,2.0
2501DLD001/002,TWS0112,和桑貿易股份有限公司,TWS0112,和桑貿易股份有限公司,TWS0112,和桑貿易股份有限公司,TP00014,SYSCO,CALC-20,0,0.6,914.0,-,BC,S1,CSA,SALC,SALC,0.6,914.0,0.6,NBW86SY1,NBW86S,NOM,BY60T2,NOM,CIR027,印刷室內天花板,ON008,印刷戶外壁板,508,S,S000,D2,-,1.5,2.0
2501DFD039/001,TWS0008,亞喬企業股份有限公司,TWS0008,亞喬企業股份有限公司,TWS0008,亞喬企業股份有限公司,PS00047,SYSCO,CSUS304-20,0,0.36,914.0,-,BC,S1,YU,SUS304,SUS304,0.36,914.0,0.36,1C4601Y2,1C4601,25,BW73Y2,12.5,CIA008,戶外壁板,-,無選配,508,P,C989,A3,-,4.0,4.9
2501DFD044/001,TWM0028,旭台浪板股份有限公司,TWM0028,旭台浪板股份有限公司,TWM0028,旭台浪板股份有限公司,PL05200,CNS,CGLCC-10,-8,0.216,890.0,AZ50,BC,S1,CH,SAE1008,SAE1008,2.0,905.0,0.201,1W0862L4,1W0862,NOM,BW7362,NOM,COR004,屋頂背板,-,無選配,508,P,CT01,D4,-,3.0,5.0
2501DFD030/002,TWZ0887,國內業務處,TWZ0887,國內業務處,TWZ0887,國內業務處,PL05363,CNS,CGLC400-20,-1.4,0.52,914.0,AZ150,AC,S1,CH,SAE1012,SAE1012,2.02,925.0,0.476,SC3062Y6,SC3062,25,BW73Y2,12.5,CIA008,戶外壁板,ON006,無選配,508,R,C814,D2,-,3.0,5.0
2501DFD032/002,TWS0008,亞喬企業股份有限公司,TWS0008,亞喬企業股份有限公司,TWS0008,亞喬企業股份有限公司,PL05148,CNS,CGLCC-20,-1.4,0.52,914.0,AZ150,AC,S1,JSTC,1008MOD,SAE1008,2.01,926.0,0.476,1V2561P1,1V2561,NOM,BW7362,NOM,CIA008,戶外壁板,ON006,無選配,508,N,C811,D2,-,4.0,4.9
